frame.number,frame.time,frame.time_delta,frame.len,mac-lte.rnti,mac-lte.direction
382,Aug 13 2019 20:31:41.602032000 MST,0.007942000,88,70,1
383,Aug 13 2019 20:31:41.603089000 MST,0.001057000,88,70,1
384,Aug 13 2019 20:31:41.614110000 MST,0.011021000,548,70,0
385,Aug 13 2019 20:31:41.614986000 MST,0.000876000,88,70,1
386,Aug 13 2019 20:31:41.625997000 MST,0.011011000,88,70,1
387,Aug 13 2019 20:31:41.634017000 MST,0.008020000,548,70,0
388,Aug 13 2019 20:31:41.642110000 MST,0.008093000,72,70,1
389,Aug 13 2019 20:31:41.646077000 MST,0.003967000,1779,70,1
390,Aug 13 2019 20:31:41.647070000 MST,0.000993000,2067,70,1
391,Aug 13 2019 20:31:41.647956000 MST,0.000886000,1302,70,1
392,Aug 13 2019 20:31:41.654065000 MST,0.006109000,548,70,0
393,Aug 13 2019 20:31:41.663133000 MST,0.009068000,732,70,0
394,Aug 13 2019 20:31:41.663168000 MST,0.000035000,72,70,1
395,Aug 13 2019 20:31:41.666111000 MST,0.002943000,1779,70,1
396,Aug 13 2019 20:31:41.666977000 MST,0.000866000,2067,70,1
397,Aug 13 2019 20:31:41.668006000 MST,0.001029000,1302,70,1
398,Aug 13 2019 20:31:41.674090000 MST,0.006084000,548,70,0
399,Aug 13 2019 20:31:41.676083000 MST,0.001993000,72,70,1
400,Aug 13 2019 20:31:41.694129000 MST,0.018046000,548,70,0
401,Aug 13 2019 20:31:41.703004000 MST,0.008875000,2067,70,1
402,Aug 13 2019 20:31:41.704027000 MST,0.001023000,2067,70,1
403,Aug 13 2019 20:31:41.714012000 MST,0.009985000,548,70,0
404,Aug 13 2019 20:31:41.721967000 MST,0.007955000,128,70,1
405,Aug 13 2019 20:31:41.723010000 MST,0.001043000,764,70,1
406,Aug 13 2019 20:31:41.734047000 MST,0.011037000,548,70,0
407,Aug 13 2019 20:31:41.754108000 MST,0.020061000,548,70,0
408,Aug 13 2019 20:31:41.763046000 MST,0.008938000,886,70,0
409,Aug 13 2019 20:31:41.767044000 MST,0.003998000,500,70,1
410,Aug 13 2019 20:31:41.771100000 MST,0.004056000,120,70,1
411,Aug 13 2019 20:31:41.772115000 MST,0.001015000,1158,70,0
412,Aug 13 2019 20:31:41.772147000 MST,0.000032000,2067,70,1
413,Aug 13 2019 20:31:41.773056000 MST,0.000909000,2067,70,1
414,Aug 13 2019 20:31:41.773939000 MST,0.000883000,2067,70,1
415,Aug 13 2019 20:31:41.776086000 MST,0.002147000,2067,70,1
416,Aug 13 2019 20:31:41.776950000 MST,0.000864000,2067,70,1
417,Aug 13 2019 20:31:41.778026000 MST,0.001076000,2067,70,1
418,Aug 13 2019 20:31:41.780057000 MST,0.002031000,2067,70,1
419,Aug 13 2019 20:31:41.781121000 MST,0.001064000,1923,70,1
420,Aug 13 2019 20:31:41.782120000 MST,0.000999000,2067,70,1
421,Aug 13 2019 20:31:41.783005000 MST,0.000885000,2067,70,1
422,Aug 13 2019 20:31:41.784095000 MST,0.001090000,2067,70,1
423,Aug 13 2019 20:31:41.784997000 MST,0.000902000,2067,70,1
424,Aug 13 2019 20:31:41.786135000 MST,0.001138000,1779,70,1
425,Aug 13 2019 20:31:41.787087000 MST,0.000952000,2067,70,1
426,Aug 13 2019 20:31:41.788036000 MST,0.000949000,2067,70,1
427,Aug 13 2019 20:31:41.789100000 MST,0.001064000,2067,70,1
428,Aug 13 2019 20:31:41.790102000 MST,0.001002000,2067,70,1
429,Aug 13 2019 20:31:41.790990000 MST,0.000888000,1923,70,1
430,Aug 13 2019 20:31:41.794059000 MST,0.003069000,2067,70,1
431,Aug 13 2019 20:31:41.795108000 MST,0.001049000,2067,70,1
432,Aug 13 2019 20:31:41.796021000 MST,0.000913000,2067,70,1
433,Aug 13 2019 20:31:41.797064000 MST,0.001043000,2067,70,1
434,Aug 13 2019 20:31:41.798149000 MST,0.001085000,1494,70,1
435,Aug 13 2019 20:31:41.814073000 MST,0.015924000,548,70,0
436,Aug 13 2019 20:31:41.822018000 MST,0.007945000,2067,70,1
437,Aug 13 2019 20:31:41.823186000 MST,0.001168000,1398,70,0
438,Aug 13 2019 20:31:41.823213000 MST,0.000027000,588,70,1
439,Aug 13 2019 20:31:41.830023000 MST,0.006810000,72,70,1
440,Aug 13 2019 20:31:41.832058000 MST,0.002035000,1398,70,0
441,Aug 13 2019 20:31:41.832088000 MST,0.000030000,2067,70,1
442,Aug 13 2019 20:31:41.833018000 MST,0.000930000,2067,70,1
443,Aug 13 2019 20:31:41.834080000 MST,0.001062000,2067,70,1
444,Aug 13 2019 20:31:41.834972000 MST,0.000892000,2067,70,1
445,Aug 13 2019 20:31:41.836058000 MST,0.001086000,2067,70,1
446,Aug 13 2019 20:31:41.837099000 MST,0.001041000,2067,70,1
447,Aug 13 2019 20:31:41.838008000 MST,0.000909000,764,70,1
448,Aug 13 2019 20:31:41.839078000 MST,0.001070000,2067,70,1
449,Aug 13 2019 20:31:41.839962000 MST,0.000884000,588,70,1
450,Aug 13 2019 20:31:41.841036000 MST,0.001074000,1923,70,1
451,Aug 13 2019 20:31:41.842097000 MST,0.001061000,764,70,1
452,Aug 13 2019 20:31:41.844061000 MST,0.001964000,2067,70,1
453,Aug 13 2019 20:31:41.845112000 MST,0.001051000,588,70,1
454,Aug 13 2019 20:31:41.847067000 MST,0.001955000,2067,70,1
455,Aug 13 2019 20:31:41.849016000 MST,0.001949000,2067,70,1
456,Aug 13 2019 20:31:41.850934000 MST,0.001918000,1923,70,1
457,Aug 13 2019 20:31:41.854009000 MST,0.003075000,548,70,0
458,Aug 13 2019 20:31:41.854045000 MST,0.000036000,2067,70,1
459,Aug 13 2019 20:31:41.855054000 MST,0.001009000,2067,70,1
460,Aug 13 2019 20:31:41.856141000 MST,0.001087000,2067,70,1
461,Aug 13 2019 20:31:41.856998000 MST,0.000857000,2067,70,1
462,Aug 13 2019 20:31:41.858062000 MST,0.001064000,2067,70,1
463,Aug 13 2019 20:31:41.859127000 MST,0.001065000,2067,70,1
464,Aug 13 2019 20:31:41.860015000 MST,0.000888000,2067,70,1
465,Aug 13 2019 20:31:41.861071000 MST,0.001056000,588,70,1
466,Aug 13 2019 20:31:41.863027000 MST,0.001956000,2067,70,1
467,Aug 13 2019 20:31:41.864092000 MST,0.001065000,2067,70,1
468,Aug 13 2019 20:31:41.864991000 MST,0.000899000,2067,70,1
469,Aug 13 2019 20:31:41.866085000 MST,0.001094000,1779,70,1
470,Aug 13 2019 20:31:41.867121000 MST,0.001036000,2067,70,1
471,Aug 13 2019 20:31:41.868009000 MST,0.000888000,636,70,1
472,Aug 13 2019 20:31:41.870131000 MST,0.002122000,1779,70,1
473,Aug 13 2019 20:31:41.871012000 MST,0.000881000,1158,70,1
474,Aug 13 2019 20:31:41.874051000 MST,0.003039000,548,70,0
475,Aug 13 2019 20:31:41.874086000 MST,0.000035000,2067,70,1
476,Aug 13 2019 20:31:41.875087000 MST,0.001001000,636,70,1
477,Aug 13 2019 20:31:41.882012000 MST,0.006925000,2067,70,1
478,Aug 13 2019 20:31:41.883071000 MST,0.001059000,172,70,0
479,Aug 13 2019 20:31:41.883974000 MST,0.000903000,2067,70,1
480,Aug 13 2019 20:31:41.885023000 MST,0.001049000,2067,70,1
481,Aug 13 2019 20:31:41.886179000 MST,0.001156000,1779,70,1
482,Aug 13 2019 20:31:41.886985000 MST,0.000806000,2067,70,1
483,Aug 13 2019 20:31:41.888059000 MST,0.001074000,2067,70,1
484,Aug 13 2019 20:31:41.889126000 MST,0.001067000,2067,70,1
485,Aug 13 2019 20:31:41.890035000 MST,0.000909000,1635,70,1
486,Aug 13 2019 20:31:41.891149000 MST,0.001114000,1923,70,1
487,Aug 13 2019 20:31:41.892178000 MST,0.001029000,452,70,0
488,Aug 13 2019 20:31:41.894118000 MST,0.001940000,2067,70,1
489,Aug 13 2019 20:31:41.894998000 MST,0.000880000,164,70,1
490,Aug 13 2019 20:31:41.914142000 MST,0.019144000,548,70,0
491,Aug 13 2019 20:31:41.934010000 MST,0.019868000,548,70,0
492,Aug 13 2019 20:31:47.914111000 MST,5.980101000,548,70,0
493,Aug 13 2019 20:31:47.977938000 MST,0.063827000,232,70,1
494,Aug 13 2019 20:31:48.054103000 MST,0.076165000,548,70,0
495,Aug 13 2019 20:31:50.739983000 MST,2.685880000,148,70,1
496,Aug 13 2019 20:31:50.746055000 MST,0.006072000,216,70,1
497,Aug 13 2019 20:31:50.774103000 MST,0.028048000,548,70,0
498,Aug 13 2019 20:31:50.782928000 MST,0.008825000,64,70,0
499,Aug 13 2019 20:31:50.792003000 MST,0.009075000,356,70,0
500,Aug 13 2019 20:31:50.856042000 MST,0.064039000,72,70,1
501,Aug 13 2019 20:31:50.865999000 MST,0.009957000,188,70,1
502,Aug 13 2019 20:31:50.879972000 MST,0.013973000,72,70,1
503,Aug 13 2019 20:31:50.894043000 MST,0.014071000,548,70,0
504,Aug 13 2019 20:31:50.999066000 MST,0.105023000,72,70,1
505,Aug 13 2019 20:31:56.694042000 MST,5.694976000,548,70,0
506,Aug 13 2019 20:31:56.705930000 MST,0.011888000,64,70,1
507,Aug 13 2019 20:31:58.914042000 MST,2.208112000,548,70,0
508,Aug 13 2019 20:31:58.977866000 MST,0.063824000,72,70,1
509,Aug 13 2019 20:31:58.983007000 MST,0.005141000,176,70,1
510,Aug 13 2019 20:31:59.013960000 MST,0.030953000,548,70,0
511,Aug 13 2019 20:31:59.118927000 MST,0.104967000,72,70,1
512,Aug 13 2019 20:32:01.614004000 MST,2.495077000,548,70,0
513,Aug 13 2019 20:32:01.626049000 MST,0.012045000,64,70,1
514,Aug 13 2019 20:32:01.653905000 MST,0.027856000,548,70,0
515,Aug 13 2019 20:32:05.233908000 MST,3.580003000,548,70,0
516,Aug 13 2019 20:32:05.297893000 MST,0.063985000,72,70,1
517,Aug 13 2019 20:32:05.301812000 MST,0.003919000,176,70,1
518,Aug 13 2019 20:32:05.333977000 MST,0.032165000,548,70,0
519,Aug 13 2019 20:32:05.438968000 MST,0.104991000,72,70,1
520,Aug 13 2019 20:32:06.413993000 MST,0.975025000,548,70,0
521,Aug 13 2019 20:32:06.477819000 MST,0.063826000,136,70,1
522,Aug 13 2019 20:32:06.497867000 MST,0.020048000,200,70,1
523,Aug 13 2019 20:32:06.533931000 MST,0.036064000,548,70,0
524,Aug 13 2019 20:32:06.638925000 MST,0.104994000,72,70,1
525,Aug 13 2019 20:32:07.533997000 MST,0.895072000,548,70,0
526,Aug 13 2019 20:32:07.597932000 MST,0.063935000,232,70,1
527,Aug 13 2019 20:32:07.673918000 MST,0.075986000,548,70,0
528,Aug 13 2019 20:32:10.076801000 MST,2.402883000,120,70,1
529,Aug 13 2019 20:32:10.153874000 MST,0.077073000,564,70,0
530,Aug 13 2019 20:32:10.204952000 MST,0.051078000,120,70,1
531,Aug 13 2019 20:32:10.253924000 MST,0.048972000,548,70,0
532,Aug 13 2019 20:32:10.373907000 MST,0.119983000,532,70,0
533,Aug 13 2019 20:32:10.385926000 MST,0.012019000,72,70,1
534,Aug 13 2019 20:32:10.413979000 MST,0.028053000,548,70,0
535,Aug 13 2019 20:32:10.425848000 MST,0.011869000,72,70,1
536,Aug 13 2019 20:32:11.083893000 MST,0.658045000,148,70,1
537,Aug 13 2019 20:32:11.089922000 MST,0.006029000,188,70,1
538,Aug 13 2019 20:32:11.113934000 MST,0.024012000,548,70,0
539,Aug 13 2019 20:32:11.122929000 MST,0.008995000,43,70,0
540,Aug 13 2019 20:32:11.131828000 MST,0.008899000,308,70,0
541,Aug 13 2019 20:32:11.153848000 MST,0.022020000,532,70,0
542,Aug 13 2019 20:32:11.177927000 MST,0.024079000,72,70,1
543,Aug 13 2019 20:32:11.217849000 MST,0.039922000,72,70,1
544,Aug 13 2019 20:32:11.228850000 MST,0.011001000,188,70,1
545,Aug 13 2019 20:32:11.273975000 MST,0.045125000,532,70,0
546,Aug 13 2019 20:32:11.390850000 MST,0.116875000,72,70,1
547,Aug 13 2019 20:32:14.393899000 MST,3.003049000,548,70,0
548,Aug 13 2019 20:32:14.457894000 MST,0.063995000,72,70,1
549,Aug 13 2019 20:32:14.461796000 MST,0.003902000,164,70,1
550,Aug 13 2019 20:32:14.493959000 MST,0.032163000,548,70,0
551,Aug 13 2019 20:32:14.599840000 MST,0.105881000,72,70,1
552,Aug 13 2019 20:32:20.293962000 MST,5.694122000,548,70,0
553,Aug 13 2019 20:32:20.357787000 MST,0.063825000,132,70,1
554,Aug 13 2019 20:32:20.375906000 MST,0.018119000,208,70,1
555,Aug 13 2019 20:32:20.393854000 MST,0.017948000,548,70,0
556,Aug 13 2019 20:32:20.498846000 MST,0.104992000,72,70,1
557,Aug 13 2019 20:32:27.413860000 MST,6.915014000,548,70,0
558,Aug 13 2019 20:32:27.477863000 MST,0.064003000,232,70,1
559,Aug 13 2019 20:32:27.553850000 MST,0.075987000,548,70,0
560,Aug 13 2019 20:32:31.253793000 MST,3.699943000,548,70,0
561,Aug 13 2019 20:32:31.321701000 MST,0.067908000,164,70,1
562,Aug 13 2019 20:32:31.353861000 MST,0.032160000,548,70,0
563,Aug 13 2019 20:32:31.458864000 MST,0.105003000,72,70,1
564,Aug 13 2019 20:32:36.773815000 MST,5.314951000,548,70,0
565,Aug 13 2019 20:32:36.837810000 MST,0.063995000,136,70,1
566,Aug 13 2019 20:32:36.855749000 MST,0.017939000,208,70,1
567,Aug 13 2019 20:32:36.873874000 MST,0.018125000,548,70,0
568,Aug 13 2019 20:32:36.979751000 MST,0.105877000,72,70,1
569,Aug 13 2019 20:32:46.893689000 MST,9.913938000,548,70,0
570,Aug 13 2019 20:32:46.957690000 MST,0.064001000,232,70,1
571,Aug 13 2019 20:32:47.013803000 MST,0.056113000,548,70,0
572,Aug 13 2019 20:32:48.143632000 MST,1.129829000,164,70,1
573,Aug 13 2019 20:32:48.149661000 MST,0.006029000,208,70,1
574,Aug 13 2019 20:32:48.173664000 MST,0.024003000,548,70,0
575,Aug 13 2019 20:32:48.182675000 MST,0.009011000,132,70,0
576,Aug 13 2019 20:32:48.213788000 MST,0.031113000,532,70,0
577,Aug 13 2019 20:32:48.237703000 MST,0.023915000,72,70,1
578,Aug 13 2019 20:32:48.277793000 MST,0.040090000,72,70,1
579,Aug 13 2019 20:32:48.288773000 MST,0.010980000,184,70,1
580,Aug 13 2019 20:32:48.313664000 MST,0.024891000,532,70,0
581,Aug 13 2019 20:32:48.430714000 MST,0.117050000,72,70,1
582,Aug 13 2019 20:32:54.333733000 MST,5.903019000,532,70,0
583,Aug 13 2019 20:32:54.397672000 MST,0.063939000,72,70,1
584,Aug 13 2019 20:32:54.402647000 MST,0.004975000,164,70,1
585,Aug 13 2019 20:32:54.433740000 MST,0.031093000,548,70,0
586,Aug 13 2019 20:32:54.543732000 MST,0.109992000,72,70,1
587,Aug 13 2019 20:32:55.716683000 MST,1.172951000,164,70,1
588,Aug 13 2019 20:32:55.753642000 MST,0.036959000,548,70,0
589,Aug 13 2019 20:32:55.817639000 MST,0.063997000,72,70,1
590,Aug 13 2019 20:32:57.022609000 MST,1.204970000,164,70,1
591,Aug 13 2019 20:32:57.029730000 MST,0.007121000,184,70,1
592,Aug 13 2019 20:32:57.053664000 MST,0.023934000,548,70,0
593,Aug 13 2019 20:32:57.113687000 MST,0.060023000,548,70,0
594,Aug 13 2019 20:32:57.117668000 MST,0.003981000,128,70,1
595,Aug 13 2019 20:32:57.177638000 MST,0.059970000,72,70,1
596,Aug 13 2019 20:32:57.187609000 MST,0.009971000,184,70,1
597,Aug 13 2019 20:32:57.213736000 MST,0.026127000,548,70,0
598,Aug 13 2019 20:32:57.323704000 MST,0.109968000,72,70,1
599,Aug 13 2019 20:33:05.311563000 MST,7.987859000,232,70,1
600,Aug 13 2019 20:33:05.353654000 MST,0.042091000,548,70,0
601,Aug 13 2019 20:33:05.417659000 MST,0.064005000,72,70,1
602,Aug 13 2019 20:33:06.353651000 MST,0.935992000,532,70,0
603,Aug 13 2019 20:33:06.417659000 MST,0.064008000,232,70,1
604,Aug 13 2019 20:33:06.493636000 MST,0.075977000,548,70,0
605,Aug 13 2019 20:33:09.833573000 MST,3.339937000,548,70,0
606,Aug 13 2019 20:33:10.053605000 MST,0.220032000,548,70,0
607,Aug 13 2019 20:33:10.109602000 MST,0.055997000,88,70,1
608,Aug 13 2019 20:33:10.153679000 MST,0.044077000,548,70,0
609,Aug 13 2019 20:33:10.165536000 MST,0.011857000,72,70,1
610,Aug 13 2019 20:33:10.210562000 MST,0.045026000,120,70,1
611,Aug 13 2019 20:33:10.233712000 MST,0.023150000,548,70,0
612,Aug 13 2019 20:33:19.250608000 MST,9.016896000,176,70,1
613,Aug 13 2019 20:33:19.293603000 MST,0.042995000,548,70,0
614,Aug 13 2019 20:33:19.403550000 MST,0.109947000,72,70,1
615,Aug 13 2019 20:33:24.902450000 MST,5.498900000,148,70,1
616,Aug 13 2019 20:33:24.916503000 MST,0.014053000,388,70,1
617,Aug 13 2019 20:33:24.933557000 MST,0.017054000,548,70,0
618,Aug 13 2019 20:33:24.942618000 MST,0.009061000,548,70,0
619,Aug 13 2019 20:33:24.955547000 MST,0.012929000,232,70,1
620,Aug 13 2019 20:33:24.973464000 MST,0.017917000,548,70,0
621,Aug 13 2019 20:33:24.982482000 MST,0.009018000,112,70,0
622,Aug 13 2019 20:33:24.997586000 MST,0.015104000,72,70,1
623,Aug 13 2019 20:33:25.005633000 MST,0.008047000,72,70,1
624,Aug 13 2019 20:33:25.006454000 MST,0.000821000,72,70,1
625,Aug 13 2019 20:33:25.038577000 MST,0.032123000,72,70,1
626,Aug 13 2019 20:33:25.045515000 MST,0.006938000,72,70,1
627,Aug 13 2019 20:33:25.047621000 MST,0.002106000,188,70,1
628,Aug 13 2019 20:33:25.093641000 MST,0.046020000,548,70,0
629,Aug 13 2019 20:33:25.203579000 MST,0.109938000,72,70,1
630,Aug 13 2019 20:33:26.093609000 MST,0.890030000,548,70,0
631,Aug 13 2019 20:33:26.157625000 MST,0.064016000,232,70,1
632,Aug 13 2019 20:33:26.213580000 MST,0.055955000,548,70,0
633,Aug 13 2019 20:33:28.314423000 MST,2.100843000,188,70,1
634,Aug 13 2019 20:33:28.353506000 MST,0.039083000,548,70,0
635,Aug 13 2019 20:33:28.459572000 MST,0.106066000,72,70,1
636,Aug 13 2019 20:33:28.781454000 MST,0.321882000,148,70,1
637,Aug 13 2019 20:33:28.786598000 MST,0.005144000,216,70,1
638,Aug 13 2019 20:33:28.813582000 MST,0.026984000,548,70,0
639,Aug 13 2019 20:33:28.822417000 MST,0.008835000,140,70,0
640,Aug 13 2019 20:33:28.853499000 MST,0.031082000,548,70,0
641,Aug 13 2019 20:33:28.877405000 MST,0.023906000,72,70,1
642,Aug 13 2019 20:33:28.885630000 MST,0.008225000,72,70,1
643,Aug 13 2019 20:33:28.917504000 MST,0.031874000,72,70,1
644,Aug 13 2019 20:33:28.927440000 MST,0.009936000,188,70,1
645,Aug 13 2019 20:33:28.953570000 MST,0.026130000,548,70,0
646,Aug 13 2019 20:33:29.075442000 MST,0.121872000,72,70,1
647,Aug 13 2019 20:33:32.710445000 MST,3.635003000,148,70,1
648,Aug 13 2019 20:33:32.716490000 MST,0.006045000,340,70,1
649,Aug 13 2019 20:33:32.733598000 MST,0.017108000,548,70,0
650,Aug 13 2019 20:33:32.753628000 MST,0.020030000,548,70,0
651,Aug 13 2019 20:33:32.797538000 MST,0.043910000,72,70,1
652,Aug 13 2019 20:33:32.817445000 MST,0.019907000,128,70,1
653,Aug 13 2019 20:33:32.826493000 MST,0.009048000,188,70,1
654,Aug 13 2019 20:33:32.853554000 MST,0.027061000,548,70,0
655,Aug 13 2019 20:33:32.962589000 MST,0.109035000,72,70,1
656,Aug 13 2019 20:33:36.079494000 MST,3.116905000,148,70,1
657,Aug 13 2019 20:33:36.085541000 MST,0.006047000,232,70,1
658,Aug 13 2019 20:33:36.113571000 MST,0.028030000,548,70,0
659,Aug 13 2019 20:33:36.122457000 MST,0.008886000,216,70,0
660,Aug 13 2019 20:33:36.153522000 MST,0.031065000,548,70,0
661,Aug 13 2019 20:33:36.177411000 MST,0.023889000,72,70,1
662,Aug 13 2019 20:33:36.190573000 MST,0.013162000,72,70,1
663,Aug 13 2019 20:33:36.217542000 MST,0.026969000,72,70,1
664,Aug 13 2019 20:33:36.348489000 MST,0.130947000,188,70,1
665,Aug 13 2019 20:33:36.373530000 MST,0.025041000,548,70,0
666,Aug 13 2019 20:33:36.437559000 MST,0.064029000,72,70,1
667,Aug 13 2019 20:33:36.468402000 MST,0.030843000,188,70,1
668,Aug 13 2019 20:33:36.513499000 MST,0.045097000,548,70,0
669,Aug 13 2019 20:33:36.635551000 MST,0.122052000,72,70,1
670,Aug 13 2019 20:33:37.118484000 MST,0.482933000,1078,70,1
671,Aug 13 2019 20:33:37.153489000 MST,0.035005000,548,70,0
672,Aug 13 2019 20:33:37.233503000 MST,0.080014000,548,70,0
673,Aug 13 2019 20:33:37.277460000 MST,0.043957000,72,70,1
674,Aug 13 2019 20:33:37.606452000 MST,0.328992000,1923,70,1
675,Aug 13 2019 20:33:37.653531000 MST,0.047079000,548,70,0
676,Aug 13 2019 20:33:37.673572000 MST,0.020041000,548,70,0
677,Aug 13 2019 20:33:37.713430000 MST,0.039858000,72,70,1
678,Aug 13 2019 20:33:41.458418000 MST,3.744988000,176,70,1
679,Aug 13 2019 20:33:41.493430000 MST,0.035012000,548,70,0
680,Aug 13 2019 20:33:41.557456000 MST,0.064026000,72,70,1
681,Aug 13 2019 20:33:42.857450000 MST,1.299994000,148,70,1
682,Aug 13 2019 20:33:42.862414000 MST,0.004964000,308,70,1
683,Aug 13 2019 20:33:42.893514000 MST,0.031100000,548,70,0
684,Aug 13 2019 20:33:42.902358000 MST,0.008844000,300,70,0
685,Aug 13 2019 20:33:42.957340000 MST,0.054982000,128,70,1
686,Aug 13 2019 20:33:42.965564000 MST,0.008224000,72,70,1
687,Aug 13 2019 20:33:42.975459000 MST,0.009895000,188,70,1
688,Aug 13 2019 20:33:43.013455000 MST,0.037996000,548,70,0
689,Aug 13 2019 20:33:43.123421000 MST,0.109966000,72,70,1
690,Aug 13 2019 20:33:46.033489000 MST,2.910068000,548,70,0
691,Aug 13 2019 20:33:46.097494000 MST,0.064005000,232,70,1
692,Aug 13 2019 20:33:46.173484000 MST,0.075990000,548,70,0
693,Aug 13 2019 20:33:46.457322000 MST,0.283838000,176,70,1
694,Aug 13 2019 20:33:46.493386000 MST,0.036064000,548,70,0
695,Aug 13 2019 20:33:46.599440000 MST,0.106054000,72,70,1
696,Aug 13 2019 20:33:48.584409000 MST,1.984969000,188,70,1
697,Aug 13 2019 20:33:48.633396000 MST,0.048987000,548,70,0
698,Aug 13 2019 20:33:48.697418000 MST,0.064022000,72,70,1
699,Aug 13 2019 20:33:49.633363000 MST,0.935945000,548,70,0
700,Aug 13 2019 20:33:49.697366000 MST,0.064003000,72,70,1
701,Aug 13 2019 20:33:49.701445000 MST,0.004079000,176,70,1
702,Aug 13 2019 20:33:49.733484000 MST,0.032039000,548,70,0
703,Aug 13 2019 20:33:49.839310000 MST,0.105826000,72,70,1
704,Aug 13 2019 20:33:51.778439000 MST,1.939129000,148,70,1
705,Aug 13 2019 20:33:51.784341000 MST,0.005902000,308,70,1
706,Aug 13 2019 20:33:51.813444000 MST,0.029103000,548,70,0
707,Aug 13 2019 20:33:51.822450000 MST,0.009006000,128,70,0
708,Aug 13 2019 20:33:51.831350000 MST,0.008900000,404,70,0
709,Aug 13 2019 20:33:51.877442000 MST,0.046092000,72,70,1
710,Aug 13 2019 20:33:51.886312000 MST,0.008870000,72,70,1
711,Aug 13 2019 20:33:51.894325000 MST,0.008013000,72,70,1
712,Aug 13 2019 20:33:51.905342000 MST,0.011017000,188,70,1
713,Aug 13 2019 20:33:51.933383000 MST,0.028041000,548,70,0
714,Aug 13 2019 20:33:52.039434000 MST,0.106051000,72,70,1
715,Aug 13 2019 20:33:52.901392000 MST,0.861958000,176,70,1
716,Aug 13 2019 20:33:52.933377000 MST,0.031985000,548,70,0
717,Aug 13 2019 20:33:52.997378000 MST,0.064001000,72,70,1
718,Aug 13 2019 20:33:57.733338000 MST,4.735960000,148,70,1
719,Aug 13 2019 20:33:57.739364000 MST,0.006026000,284,70,1
720,Aug 13 2019 20:33:57.773510000 MST,0.034146000,548,70,0
721,Aug 13 2019 20:33:57.782339000 MST,0.008829000,216,70,0
722,Aug 13 2019 20:33:57.837313000 MST,0.054974000,128,70,1
723,Aug 13 2019 20:33:57.845359000 MST,0.008046000,72,70,1
724,Aug 13 2019 20:33:57.857355000 MST,0.011996000,188,70,1
725,Aug 13 2019 20:33:57.893426000 MST,0.036071000,548,70,0
726,Aug 13 2019 20:33:57.999299000 MST,0.105873000,72,70,1
727,Aug 13 2019 20:33:58.215432000 MST,0.216133000,176,70,1
728,Aug 13 2019 20:33:58.253429000 MST,0.037997000,548,70,0
729,Aug 13 2019 20:33:58.317430000 MST,0.064001000,72,70,1
730,Aug 13 2019 20:34:00.295447000 MST,1.978017000,148,70,1
731,Aug 13 2019 20:34:00.300398000 MST,0.004951000,248,70,1
732,Aug 13 2019 20:34:00.333437000 MST,0.033039000,548,70,0
733,Aug 13 2019 20:34:00.397264000 MST,0.063827000,128,70,1
734,Aug 13 2019 20:34:02.740436000 MST,2.343172000,148,70,1
735,Aug 13 2019 20:34:02.745421000 MST,0.004985000,284,70,1
736,Aug 13 2019 20:34:02.773509000 MST,0.028088000,548,70,0
737,Aug 13 2019 20:34:02.782390000 MST,0.008881000,72,70,0
738,Aug 13 2019 20:34:02.791425000 MST,0.009035000,332,70,0
739,Aug 13 2019 20:34:02.800477000 MST,0.009052000,588,70,0
740,Aug 13 2019 20:34:02.837302000 MST,0.036825000,72,70,1
741,Aug 13 2019 20:34:02.846324000 MST,0.009022000,72,70,1
742,Aug 13 2019 20:34:02.864280000 MST,0.017956000,72,70,1
743,Aug 13 2019 20:34:02.874398000 MST,0.010118000,188,70,1
744,Aug 13 2019 20:34:02.913494000 MST,0.039096000,548,70,0
745,Aug 13 2019 20:34:03.019347000 MST,0.105853000,72,70,1
746,Aug 13 2019 20:34:05.913422000 MST,2.894075000,548,70,0
747,Aug 13 2019 20:34:05.977252000 MST,0.063830000,232,70,1
748,Aug 13 2019 20:34:06.053487000 MST,0.076235000,548,70,0
749,Aug 13 2019 20:34:06.599323000 MST,0.545836000,148,70,1
750,Aug 13 2019 20:34:06.605399000 MST,0.006076000,232,70,1
751,Aug 13 2019 20:34:06.633449000 MST,0.028050000,548,70,0
752,Aug 13 2019 20:34:06.642293000 MST,0.008844000,172,70,0
753,Aug 13 2019 20:34:06.653344000 MST,0.011051000,548,70,0
754,Aug 13 2019 20:34:06.697263000 MST,0.043919000,72,70,1
755,Aug 13 2019 20:34:06.717307000 MST,0.020044000,72,70,1
756,Aug 13 2019 20:34:06.727245000 MST,0.009938000,188,70,1
757,Aug 13 2019 20:34:06.753371000 MST,0.026126000,548,70,0
758,Aug 13 2019 20:34:06.859255000 MST,0.105884000,72,70,1
759,Aug 13 2019 20:34:08.233354000 MST,1.374099000,548,70,0
760,Aug 13 2019 20:34:08.297358000 MST,0.064004000,72,70,1
761,Aug 13 2019 20:34:08.301259000 MST,0.003901000,176,70,1
762,Aug 13 2019 20:34:08.333384000 MST,0.032125000,548,70,0
763,Aug 13 2019 20:34:08.439264000 MST,0.105880000,72,70,1
764,Aug 13 2019 20:34:11.653343000 MST,3.214079000,548,70,0
765,Aug 13 2019 20:34:11.717281000 MST,0.063938000,136,70,1
766,Aug 13 2019 20:34:11.735221000 MST,0.017940000,200,70,1
