frame.number,frame.time,frame.time_delta,,frame.len,mac-lte.rnti,mac-lte.direction
348,Aug 13 2019 20:16:57.006891000 MST,0.10391,168.388607,72,70,1
349,Aug 13 2019 20:17:01.922839000 MST,4.915948,173.304555,548,70,0
350,Aug 13 2019 20:17:01.986813000 MST,0.063974,173.368529,232,70,1
351,Aug 13 2019 20:17:02.062803000 MST,0.07599,173.444519,548,70,0
352,Aug 13 2019 20:17:03.217904000 MST,1.155101,174.59962,216,70,1
353,Aug 13 2019 20:17:03.262941000 MST,0.045037,174.644657,548,70,0
354,Aug 13 2019 20:17:03.370769000 MST,0.107828,174.752485,72,70,1
355,Aug 13 2019 20:17:04.560795000 MST,1.190026,175.942511,148,70,1
356,Aug 13 2019 20:17:04.566850000 MST,0.006055,175.948566,340,70,1
357,Aug 13 2019 20:17:04.602891000 MST,0.036041,175.984607,548,70,0
358,Aug 13 2019 20:17:04.611947000 MST,0.009056,175.993663,300,70,0
359,Aug 13 2019 20:17:04.666893000 MST,0.054946,176.048609,72,70,1
360,Aug 13 2019 20:17:04.675806000 MST,0.008913,176.057522,128,70,1
361,Aug 13 2019 20:17:04.685907000 MST,0.010101,176.067623,188,70,1
362,Aug 13 2019 20:17:04.722835000 MST,0.036928,176.104551,548,70,0
363,Aug 13 2019 20:17:04.826760000 MST,0.103925,176.208476,72,70,1
364,Aug 13 2019 20:17:12.742882000 MST,7.916122,184.124598,548,70,0
365,Aug 13 2019 20:17:12.806890000 MST,0.064008,184.188606,232,70,1
366,Aug 13 2019 20:17:12.882871000 MST,0.075981,184.264587,548,70,0
367,Aug 13 2019 20:17:13.562786000 MST,0.679915,184.944502,548,70,0
368,Aug 13 2019 20:17:13.626769000 MST,0.063983,185.008485,72,70,1
369,Aug 13 2019 20:17:13.630869000 MST,0.0041,185.012585,176,70,1
370,Aug 13 2019 20:17:13.662872000 MST,0.032003,185.044588,548,70,0
371,Aug 13 2019 20:17:13.766780000 MST,0.103908,185.148496,72,70,1
372,Aug 13 2019 20:17:15.462872000 MST,1.696092,186.844588,548,70,0
373,Aug 13 2019 20:17:15.526863000 MST,0.063991,186.908579,136,70,1
374,Aug 13 2019 20:17:15.555811000 MST,0.028948,186.937527,208,70,1
375,Aug 13 2019 20:17:15.582802000 MST,0.026991,186.964518,548,70,0
376,Aug 13 2019 20:17:15.686725000 MST,0.103923,187.068441,72,70,1
377,Aug 13 2019 20:17:19.920748000 MST,4.234023,191.302464,232,70,1
378,Aug 13 2019 20:17:19.942804000 MST,0.022056,191.32452,548,70,0
379,Aug 13 2019 20:17:20.006792000 MST,0.063988,191.388508,72,70,1
380,Aug 13 2019 20:17:20.942815000 MST,0.936023,192.324531,548,70,0
381,Aug 13 2019 20:17:21.006802000 MST,0.063987,192.388518,232,70,1
382,Aug 13 2019 20:17:21.082777000 MST,0.075975,192.464493,548,70,0
383,Aug 13 2019 20:17:22.130810000 MST,1.048033,193.512526,160,70,1
384,Aug 13 2019 20:17:22.202895000 MST,0.072085,193.584611,548,70,0
385,Aug 13 2019 20:17:28.122864000 MST,5.919969,199.50458,548,70,0
386,Aug 13 2019 20:17:28.187790000 MST,0.064926,199.569506,88,70,1
387,Aug 13 2019 20:17:28.222742000 MST,0.034952,199.604458,548,70,0
388,Aug 13 2019 20:17:28.231948000 MST,0.009206,199.613664,1707,70,0
389,Aug 13 2019 20:17:28.232958000 MST,0.00101,199.614674,1707,70,0
390,Aug 13 2019 20:17:28.233903000 MST,0.000945,199.615619,1707,70,0
391,Aug 13 2019 20:17:28.234950000 MST,0.001047,199.616666,1542,70,0
392,Aug 13 2019 20:17:28.235971000 MST,0.001021,199.617687,1707,70,0
393,Aug 13 2019 20:17:28.236857000 MST,0.000886,199.618573,1707,70,0
394,Aug 13 2019 20:17:28.237940000 MST,0.001083,199.619656,1707,70,0
395,Aug 13 2019 20:17:28.238951000 MST,0.001011,199.620667,1707,70,0
396,Aug 13 2019 20:17:28.239854000 MST,0.000903,199.62157,790,70,0
397,Aug 13 2019 20:17:28.240961000 MST,0.001107,199.622677,1707,70,0
398,Aug 13 2019 20:17:28.241830000 MST,0.000869,199.623546,1707,70,0
399,Aug 13 2019 20:17:28.242875000 MST,0.001045,199.624591,1707,70,0
400,Aug 13 2019 20:17:28.244020000 MST,0.001145,199.625736,1707,70,0
401,Aug 13 2019 20:17:28.244851000 MST,0.000831,199.626567,1707,70,0
402,Aug 13 2019 20:17:28.245918000 MST,0.001067,199.627634,1707,70,0
403,Aug 13 2019 20:17:28.246931000 MST,0.001013,199.628647,1707,70,0
404,Aug 13 2019 20:17:28.297777000 MST,0.050846,199.679493,72,70,1
405,Aug 13 2019 20:17:28.299736000 MST,0.001959,199.681452,72,70,1
406,Aug 13 2019 20:17:28.300763000 MST,0.001027,199.682479,72,70,1
407,Aug 13 2019 20:17:28.302709000 MST,0.001946,199.684425,72,70,1
408,Aug 13 2019 20:17:28.322808000 MST,0.020099,199.704524,548,70,0
409,Aug 13 2019 20:17:28.331970000 MST,0.009162,199.713686,1707,70,0
410,Aug 13 2019 20:17:28.332826000 MST,0.000856,199.714542,1707,70,0
411,Aug 13 2019 20:17:28.333933000 MST,0.001107,199.715649,1707,70,0
412,Aug 13 2019 20:17:28.334965000 MST,0.001032,199.716681,1542,70,0
413,Aug 13 2019 20:17:28.335868000 MST,0.000903,199.717584,1707,70,0
414,Aug 13 2019 20:17:28.336899000 MST,0.001031,199.718615,1707,70,0
415,Aug 13 2019 20:17:28.337821000 MST,0.000922,199.719537,1707,70,0
416,Aug 13 2019 20:17:28.338843000 MST,0.001022,199.720559,1707,70,0
417,Aug 13 2019 20:17:28.339958000 MST,0.001115,199.721674,1707,70,0
418,Aug 13 2019 20:17:28.340796000 MST,0.000838,199.722512,1707,70,0
419,Aug 13 2019 20:17:28.341907000 MST,0.001111,199.723623,1707,70,0
420,Aug 13 2019 20:17:28.342920000 MST,0.001013,199.724636,1707,70,0
421,Aug 13 2019 20:17:28.343864000 MST,0.000944,199.72558,1707,70,0
422,Aug 13 2019 20:17:28.344912000 MST,0.001048,199.726628,1707,70,0
423,Aug 13 2019 20:17:28.345989000 MST,0.001077,199.727705,1707,70,0
424,Aug 13 2019 20:17:28.346830000 MST,0.000841,199.728546,1707,70,0
425,Aug 13 2019 20:17:28.347931000 MST,0.001101,199.729647,1707,70,0
426,Aug 13 2019 20:17:28.348779000 MST,0.000848,199.730495,1707,70,0
427,Aug 13 2019 20:17:28.349883000 MST,0.001104,199.731599,1707,70,0
428,Aug 13 2019 20:17:28.350905000 MST,0.001022,199.732621,1707,70,0
429,Aug 13 2019 20:17:28.396759000 MST,0.045854,199.778475,72,70,1
430,Aug 13 2019 20:17:28.397851000 MST,0.001092,199.779567,72,70,1
431,Aug 13 2019 20:17:28.399797000 MST,0.001946,199.781513,72,70,1
432,Aug 13 2019 20:17:28.400830000 MST,0.001033,199.782546,72,70,1
433,Aug 13 2019 20:17:28.402779000 MST,0.001949,199.784495,72,70,1
434,Aug 13 2019 20:17:28.404772000 MST,0.001993,199.786488,72,70,1
435,Aug 13 2019 20:17:28.405853000 MST,0.001081,199.787569,72,70,1
436,Aug 13 2019 20:17:28.407805000 MST,0.001952,199.789521,72,70,1
437,Aug 13 2019 20:17:28.408837000 MST,0.001032,199.790553,72,70,1
438,Aug 13 2019 20:17:28.409747000 MST,0.00091,199.791463,176,70,1
439,Aug 13 2019 20:17:28.422879000 MST,0.013132,199.804595,548,70,0
440,Aug 13 2019 20:17:28.431854000 MST,0.008975,199.81357,1707,70,0
441,Aug 13 2019 20:17:28.432898000 MST,0.001044,199.814614,1707,70,0
442,Aug 13 2019 20:17:28.433925000 MST,0.001027,199.815641,660,70,0
443,Aug 13 2019 20:17:28.440884000 MST,0.006959,199.8226,1707,70,0
444,Aug 13 2019 20:17:28.441980000 MST,0.001096,199.823696,1707,70,0
445,Aug 13 2019 20:17:28.451787000 MST,0.009807,199.833503,72,70,1
446,Aug 13 2019 20:17:28.462802000 MST,0.011015,199.844518,548,70,0
447,Aug 13 2019 20:17:28.471978000 MST,0.009176,199.853694,1707,70,0
448,Aug 13 2019 20:17:28.472733000 MST,0.000755,199.854449,500,70,0
449,Aug 13 2019 20:17:28.480804000 MST,0.008071,199.86252,1707,70,0
450,Aug 13 2019 20:17:28.495788000 MST,0.014984,199.877504,72,70,1
451,Aug 13 2019 20:17:28.496828000 MST,0.00104,199.878544,72,70,1
452,Aug 13 2019 20:17:28.497749000 MST,0.000921,199.879465,72,70,1
453,Aug 13 2019 20:17:28.498771000 MST,0.001022,199.880487,176,70,1
454,Aug 13 2019 20:17:28.522776000 MST,0.024005,199.904492,548,70,0
455,Aug 13 2019 20:17:28.530712000 MST,0.007936,199.912428,176,70,1
456,Aug 13 2019 20:17:28.536748000 MST,0.006036,199.918464,72,70,1
457,Aug 13 2019 20:17:28.539789000 MST,0.003041,199.921505,176,70,1
458,Aug 13 2019 20:17:28.562868000 MST,0.023079,199.944584,548,70,0
459,Aug 13 2019 20:17:28.602799000 MST,0.039931,199.984515,548,70,0
460,Aug 13 2019 20:17:28.639864000 MST,0.037065,200.02158,72,70,1
461,Aug 13 2019 20:17:28.666799000 MST,0.026935,200.048515,72,70,1
462,Aug 13 2019 20:17:29.045830000 MST,0.379031,200.427546,822,70,1
463,Aug 13 2019 20:17:29.082781000 MST,0.036951,200.464497,548,70,0
464,Aug 13 2019 20:17:29.102788000 MST,0.020007,200.484504,548,70,0
465,Aug 13 2019 20:17:29.166827000 MST,0.064039,200.548543,88,70,1
466,Aug 13 2019 20:17:29.186703000 MST,0.019876,200.568419,72,70,1
467,Aug 13 2019 20:17:29.202888000 MST,0.016185,200.584604,548,70,0
468,Aug 13 2019 20:17:29.211746000 MST,0.008858,200.593462,300,70,0
469,Aug 13 2019 20:17:29.275786000 MST,0.06404,200.657502,256,70,1
470,Aug 13 2019 20:17:29.288697000 MST,0.012911,200.670413,660,70,1
471,Aug 13 2019 20:17:29.302757000 MST,0.01406,200.684473,548,70,0
472,Aug 13 2019 20:17:29.322810000 MST,0.020053,200.704526,548,70,0
473,Aug 13 2019 20:17:33.502709000 MST,4.179899,204.884425,548,70,0
474,Aug 13 2019 20:17:33.566713000 MST,0.064004,204.948429,72,70,1
475,Aug 13 2019 20:17:33.570786000 MST,0.004073,204.952502,176,70,1
476,Aug 13 2019 20:17:33.602810000 MST,0.032024,204.984526,548,70,0
477,Aug 13 2019 20:17:33.710787000 MST,0.107977,205.092503,72,70,1
478,Aug 13 2019 20:17:34.742776000 MST,1.031989,206.124492,548,70,0
479,Aug 13 2019 20:17:34.806789000 MST,0.064013,206.188505,136,70,1
480,Aug 13 2019 20:17:34.882760000 MST,0.075971,206.264476,548,70,0
481,Aug 13 2019 20:17:34.889844000 MST,0.007084,206.27156,208,70,1
482,Aug 13 2019 20:17:34.922884000 MST,0.03304,206.3046,548,70,0
483,Aug 13 2019 20:17:35.030720000 MST,0.107836,206.412436,72,70,1
484,Aug 13 2019 20:17:36.257863000 MST,1.227143,207.639579,216,70,1
485,Aug 13 2019 20:17:36.282859000 MST,0.024996,207.664575,548,70,0
486,Aug 13 2019 20:17:36.346712000 MST,0.063853,207.728428,72,70,1
487,Aug 13 2019 20:17:39.947877000 MST,3.601165,211.329593,120,70,1
488,Aug 13 2019 20:17:39.982812000 MST,0.034935,211.364528,548,70,0
489,Aug 13 2019 20:17:39.994709000 MST,0.011897,211.376425,72,70,1
490,Aug 13 2019 20:17:40.022794000 MST,0.028085,211.40451,548,70,0
491,Aug 13 2019 20:17:40.034787000 MST,0.011993,211.416503,72,70,1
492,Aug 13 2019 20:17:40.302724000 MST,0.267937,211.68444,548,70,0
493,Aug 13 2019 20:17:40.366725000 MST,0.064001,211.748441,232,70,1
494,Aug 13 2019 20:17:40.422837000 MST,0.056112,211.804553,548,70,0
495,Aug 13 2019 20:17:42.731727000 MST,2.30889,214.113443,176,70,1
496,Aug 13 2019 20:17:42.762787000 MST,0.03106,214.144503,548,70,0
497,Aug 13 2019 20:17:42.870794000 MST,0.108007,214.25251,72,70,1
498,Aug 13 2019 20:17:44.762817000 MST,1.892023,216.144533,548,70,0
499,Aug 13 2019 20:17:44.826816000 MST,0.063999,216.208532,72,70,1
500,Aug 13 2019 20:17:44.836786000 MST,0.00997,216.218502,176,70,1
501,Aug 13 2019 20:17:44.849727000 MST,0.012941,216.231443,148,70,1
502,Aug 13 2019 20:17:44.856814000 MST,0.007087,216.23853,200,70,1
503,Aug 13 2019 20:17:44.862943000 MST,0.006129,216.244659,548,70,0
504,Aug 13 2019 20:17:44.882743000 MST,0.0198,216.264459,548,70,0
505,Aug 13 2019 20:17:44.891794000 MST,0.009051,216.27351,100,70,0
506,Aug 13 2019 20:17:44.922816000 MST,0.031022,216.304532,548,70,0
507,Aug 13 2019 20:17:44.955802000 MST,0.032986,216.337518,72,70,1
508,Aug 13 2019 20:17:44.988776000 MST,0.032974,216.370492,72,70,1
509,Aug 13 2019 20:17:45.038659000 MST,0.049883,216.420375,72,70,1
510,Aug 13 2019 20:17:45.075752000 MST,0.037093,216.457468,188,70,1
511,Aug 13 2019 20:17:45.102736000 MST,0.026984,216.484452,548,70,0
512,Aug 13 2019 20:17:45.166737000 MST,0.064001,216.548453,72,70,1
513,Aug 13 2019 20:17:49.882703000 MST,4.715966,221.264419,548,70,0
514,Aug 13 2019 20:17:49.946707000 MST,0.064004,221.328423,72,70,1
515,Aug 13 2019 20:17:49.951713000 MST,0.005006,221.333429,176,70,1
516,Aug 13 2019 20:17:49.982777000 MST,0.031064,221.364493,548,70,0
517,Aug 13 2019 20:17:50.086700000 MST,0.103923,221.468416,72,70,1
518,Aug 13 2019 20:17:51.902745000 MST,1.816045,223.284461,548,70,0
519,Aug 13 2019 20:17:51.966753000 MST,0.064008,223.348469,136,70,1
520,Aug 13 2019 20:17:51.991792000 MST,0.025039,223.373508,208,70,1
521,Aug 13 2019 20:17:52.022683000 MST,0.030891,223.404399,548,70,0
522,Aug 13 2019 20:17:52.126614000 MST,0.103931,223.50833,72,70,1
523,Aug 13 2019 20:17:52.582659000 MST,0.456045,223.964375,548,70,0
524,Aug 13 2019 20:17:52.646687000 MST,0.064028,224.028403,72,70,1
525,Aug 13 2019 20:17:52.729728000 MST,0.083041,224.111444,176,70,1
526,Aug 13 2019 20:17:52.762747000 MST,0.033019,224.144463,548,70,0
527,Aug 13 2019 20:17:52.826752000 MST,0.064005,224.208468,72,70,1
528,Aug 13 2019 20:17:53.762743000 MST,0.935991,225.144459,548,70,0
529,Aug 13 2019 20:17:53.826749000 MST,0.064006,225.208465,72,70,1
530,Aug 13 2019 20:17:53.862816000 MST,0.036067,225.244532,548,70,0
531,Aug 13 2019 20:17:54.762743000 MST,0.899927,226.144459,548,70,0
532,Aug 13 2019 20:17:54.826759000 MST,0.064016,226.208475,72,70,1
533,Aug 13 2019 20:17:54.827660000 MST,0.000901,226.209376,88,70,1
534,Aug 13 2019 20:17:54.862830000 MST,0.03517,226.244546,548,70,0
535,Aug 13 2019 20:17:54.871667000 MST,0.008837,226.253383,37,70,0
536,Aug 13 2019 20:17:54.880717000 MST,0.00905,226.262433,300,70,0
537,Aug 13 2019 20:17:54.945669000 MST,0.064952,226.327385,256,70,1
538,Aug 13 2019 20:17:54.962719000 MST,0.01705,226.344435,548,70,0
539,Aug 13 2019 20:17:54.982762000 MST,0.020043,226.364478,548,70,0
540,Aug 13 2019 20:17:55.048725000 MST,0.065963,226.430441,660,70,1
541,Aug 13 2019 20:17:55.082835000 MST,0.03411,226.464551,548,70,0
542,Aug 13 2019 20:17:55.356752000 MST,0.273917,226.738468,232,70,1
543,Aug 13 2019 20:17:55.382695000 MST,0.025943,226.764411,548,70,0
544,Aug 13 2019 20:17:55.446699000 MST,0.064004,226.828415,72,70,1
545,Aug 13 2019 20:17:56.022685000 MST,0.575986,227.404401,548,70,0
546,Aug 13 2019 20:17:56.086687000 MST,0.064002,227.468403,136,70,1
547,Aug 13 2019 20:17:56.105703000 MST,0.019016,227.487419,208,70,1
548,Aug 13 2019 20:17:56.122752000 MST,0.017049,227.504468,548,70,0
549,Aug 13 2019 20:17:56.230765000 MST,0.108013,227.612481,72,70,1
550,Aug 13 2019 20:17:56.782793000 MST,0.552028,228.164509,548,70,0
551,Aug 13 2019 20:17:56.846626000 MST,0.063833,228.228342,72,70,1
552,Aug 13 2019 20:17:56.851763000 MST,0.005137,228.233479,176,70,1
553,Aug 13 2019 20:17:56.882685000 MST,0.030922,228.264401,548,70,0
554,Aug 13 2019 20:17:56.986620000 MST,0.103935,228.368336,72,70,1
555,Aug 13 2019 20:17:59.002813000 MST,2.016193,230.384529,548,70,0
556,Aug 13 2019 20:17:59.066639000 MST,0.063826,230.448355,136,70,1
557,Aug 13 2019 20:17:59.090766000 MST,0.024127,230.472482,208,70,1
558,Aug 13 2019 20:17:59.122727000 MST,0.031961,230.504443,548,70,0
559,Aug 13 2019 20:17:59.230736000 MST,0.108009,230.612452,72,70,1
560,Aug 13 2019 20:17:59.842739000 MST,0.612003,231.224455,548,70,0
561,Aug 13 2019 20:17:59.906750000 MST,0.064011,231.288466,232,70,1
562,Aug 13 2019 20:17:59.933795000 MST,0.027045,231.315511,176,70,1
563,Aug 13 2019 20:17:59.962680000 MST,0.028885,231.344396,548,70,0
564,Aug 13 2019 20:18:00.066609000 MST,0.103929,231.448325,72,70,1
565,Aug 13 2019 20:18:05.042711000 MST,4.976102,236.424427,548,70,0
566,Aug 13 2019 20:18:05.106763000 MST,0.064052,236.488479,136,70,1
567,Aug 13 2019 20:18:05.127695000 MST,0.020932,236.509411,208,70,1
568,Aug 13 2019 20:18:05.162625000 MST,0.03493,236.544341,548,70,0
569,Aug 13 2019 20:18:05.266733000 MST,0.104108,236.648449,72,70,1
570,Aug 13 2019 20:18:06.042681000 MST,0.775948,237.424397,548,70,0
571,Aug 13 2019 20:18:06.106689000 MST,0.064008,237.488405,72,70,1
572,Aug 13 2019 20:18:06.111683000 MST,0.004994,237.493399,164,70,1
573,Aug 13 2019 20:18:06.142749000 MST,0.031066,237.524465,548,70,0
574,Aug 13 2019 20:18:06.250583000 MST,0.107834,237.632299,72,70,1
575,Aug 13 2019 20:18:09.711740000 MST,3.461157,241.093456,72,70,1
576,Aug 13 2019 20:18:09.782731000 MST,0.070991,241.164447,548,70,0
577,Aug 13 2019 20:18:09.822693000 MST,0.039962,241.204409,548,70,0
578,Aug 13 2019 20:18:09.836620000 MST,0.013927,241.218336,72,70,1
579,Aug 13 2019 20:18:09.886658000 MST,0.050038,241.268374,136,70,1
580,Aug 13 2019 20:18:09.902677000 MST,0.016019,241.284393,548,70,0
581,Aug 13 2019 20:18:09.907623000 MST,0.004946,241.289339,208,70,1
582,Aug 13 2019 20:18:09.942770000 MST,0.035147,241.324486,548,70,0
583,Aug 13 2019 20:18:10.046698000 MST,0.103928,241.428414,72,70,1
584,Aug 13 2019 20:18:14.870688000 MST,4.82399,246.252404,176,70,1
585,Aug 13 2019 20:18:14.902655000 MST,0.031967,246.284371,548,70,0
586,Aug 13 2019 20:18:14.966656000 MST,0.064001,246.348372,72,70,1
587,Aug 13 2019 20:18:18.902638000 MST,3.935982,250.284354,548,70,0
588,Aug 13 2019 20:18:18.966644000 MST,0.064006,250.34836,232,70,1
589,Aug 13 2019 20:18:19.042629000 MST,0.075985,250.424345,548,70,0
590,Aug 13 2019 20:18:19.121745000 MST,0.079116,250.503461,232,70,1
591,Aug 13 2019 20:18:19.127613000 MST,0.005868,250.509329,232,70,1
592,Aug 13 2019 20:18:19.142697000 MST,0.015084,250.524413,548,70,0
593,Aug 13 2019 20:18:19.162757000 MST,0.02006,250.544473,548,70,0
594,Aug 13 2019 20:18:19.226580000 MST,0.063823,250.608296,72,70,1
595,Aug 13 2019 20:18:19.240608000 MST,0.014028,250.622324,148,70,1
596,Aug 13 2019 20:18:19.246638000 MST,0.00603,250.628354,284,70,1
597,Aug 13 2019 20:18:19.262701000 MST,0.016063,250.644417,548,70,0
598,Aug 13 2019 20:18:19.282691000 MST,0.01999,250.664407,548,70,0
599,Aug 13 2019 20:18:19.302735000 MST,0.020044,250.684451,548,70,0
600,Aug 13 2019 20:18:19.326646000 MST,0.023911,250.708362,72,70,1
601,Aug 13 2019 20:18:19.366571000 MST,0.039925,250.748287,72,70,1
602,Aug 13 2019 20:18:19.377621000 MST,0.01105,250.759337,188,70,1
603,Aug 13 2019 20:18:19.422690000 MST,0.045069,250.804406,548,70,0
604,Aug 13 2019 20:18:19.526611000 MST,0.103921,250.908327,72,70,1
605,Aug 13 2019 20:18:20.422684000 MST,0.896073,251.8044,548,70,0
606,Aug 13 2019 20:18:20.486692000 MST,0.064008,251.868408,136,70,1
607,Aug 13 2019 20:18:20.522754000 MST,0.036062,251.90447,548,70,0
608,Aug 13 2019 20:18:20.531613000 MST,0.008859,251.913329,28,70,0
609,Aug 13 2019 20:18:20.595660000 MST,0.064047,251.977376,256,70,1
610,Aug 13 2019 20:18:20.622644000 MST,0.026984,252.00436,548,70,0
611,Aug 13 2019 20:18:20.642686000 MST,0.020042,252.024402,548,70,0
612,Aug 13 2019 20:18:20.707618000 MST,0.064932,252.089334,660,70,1
613,Aug 13 2019 20:18:20.742589000 MST,0.034971,252.124305,548,70,0
614,Aug 13 2019 20:18:25.582726000 MST,4.840137,256.964442,548,70,0
615,Aug 13 2019 20:18:25.646534000 MST,0.063808,257.02825,72,70,1
616,Aug 13 2019 20:18:25.651705000 MST,0.005171,257.033421,176,70,1
617,Aug 13 2019 20:18:25.682596000 MST,0.030891,257.064312,548,70,0
618,Aug 13 2019 20:18:25.786704000 MST,0.104108,257.16842,72,70,1
619,Aug 13 2019 20:18:27.862683000 MST,2.075979,259.244399,548,70,0
620,Aug 13 2019 20:18:27.926693000 MST,0.06401,259.308409,136,70,1
621,Aug 13 2019 20:18:27.946590000 MST,0.019897,259.328306,208,70,1
622,Aug 13 2019 20:18:27.962599000 MST,0.016009,259.344315,548,70,0
623,Aug 13 2019 20:18:28.066703000 MST,0.104104,259.448419,72,70,1
624,Aug 13 2019 20:18:29.851657000 MST,1.784954,261.233373,176,70,1
625,Aug 13 2019 20:18:29.882770000 MST,0.031113,261.264486,548,70,0
626,Aug 13 2019 20:18:29.946588000 MST,0.063818,261.328304,72,70,1
627,Aug 13 2019 20:18:35.532609000 MST,5.586021,266.914325,148,70,1
628,Aug 13 2019 20:18:35.539543000 MST,0.006934,266.921259,340,70,1
629,Aug 13 2019 20:18:35.562621000 MST,0.023078,266.944337,548,70,0
630,Aug 13 2019 20:18:35.571708000 MST,0.009087,266.953424,300,70,0
631,Aug 13 2019 20:18:35.602716000 MST,0.031008,266.984432,548,70,0
632,Aug 13 2019 20:18:35.626643000 MST,0.023927,267.008359,128,70,1
633,Aug 13 2019 20:18:35.666570000 MST,0.039927,267.048286,72,70,1
634,Aug 13 2019 20:18:35.680558000 MST,0.013988,267.062274,188,70,1
635,Aug 13 2019 20:18:35.702646000 MST,0.022088,267.084362,548,70,0
636,Aug 13 2019 20:18:35.806566000 MST,0.10392,267.188282,72,70,1
637,Aug 13 2019 20:18:37.677556000 MST,1.87099,269.059272,232,70,1
638,Aug 13 2019 20:18:37.722710000 MST,0.045154,269.104426,548,70,0
639,Aug 13 2019 20:18:37.786641000 MST,0.063931,269.168357,72,70,1
640,Aug 13 2019 20:18:38.722684000 MST,0.936043,270.1044,548,70,0
641,Aug 13 2019 20:18:38.786654000 MST,0.06397,270.16837,232,70,1
642,Aug 13 2019 20:18:38.862676000 MST,0.076022,270.244392,548,70,0
643,Aug 13 2019 20:18:39.762566000 MST,0.89989,271.144282,548,70,0
644,Aug 13 2019 20:18:39.830620000 MST,0.068054,271.212336,176,70,1
645,Aug 13 2019 20:18:39.862628000 MST,0.032008,271.244344,548,70,0
646,Aug 13 2019 20:18:39.871661000 MST,0.009033,271.253377,268,70,0
647,Aug 13 2019 20:18:39.935527000 MST,0.063866,271.317243,72,70,1
648,Aug 13 2019 20:18:39.940624000 MST,0.005097,271.32234,176,70,1
649,Aug 13 2019 20:18:39.982575000 MST,0.041951,271.364291,548,70,0
650,Aug 13 2019 20:18:40.086473000 MST,0.103898,271.468189,72,70,1
651,Aug 13 2019 20:18:42.195635000 MST,2.109162,273.577351,72,70,1
652,Aug 13 2019 20:18:42.262554000 MST,0.066919,273.64427,548,70,0
653,Aug 13 2019 20:18:44.842521000 MST,2.579967,276.224237,548,70,0
654,Aug 13 2019 20:18:44.906500000 MST,0.063979,276.288216,72,70,1
655,Aug 13 2019 20:18:44.911507000 MST,0.005007,276.293223,176,70,1
656,Aug 13 2019 20:18:44.942658000 MST,0.031151,276.324374,548,70,0
657,Aug 13 2019 20:18:45.046503000 MST,0.103845,276.428219,72,70,1
658,Aug 13 2019 20:18:45.942579000 MST,0.896076,277.324295,548,70,0
659,Aug 13 2019 20:18:46.006567000 MST,0.063988,277.388283,136,70,1
660,Aug 13 2019 20:18:46.042469000 MST,0.035902,277.424185,548,70,0
661,Aug 13 2019 20:18:46.106454000 MST,0.063985,277.48817,256,70,1
662,Aug 13 2019 20:18:46.142535000 MST,0.036081,277.524251,548,70,0
663,Aug 13 2019 20:18:46.208474000 MST,0.065939,277.59019,660,70,1
664,Aug 13 2019 20:18:46.242606000 MST,0.034132,277.624322,548,70,0
665,Aug 13 2019 20:18:49.982451000 MST,3.739845,281.364167,548,70,0
666,Aug 13 2019 20:18:50.046438000 MST,0.063987,281.428154,72,70,1
667,Aug 13 2019 20:18:50.052466000 MST,0.006028,281.434182,176,70,1
668,Aug 13 2019 20:18:50.082548000 MST,0.030082,281.464264,548,70,0
669,Aug 13 2019 20:18:50.190538000 MST,0.10799,281.572254,72,70,1
670,Aug 13 2019 20:18:51.662522000 MST,1.471984,283.044238,548,70,0
671,Aug 13 2019 20:18:51.726525000 MST,0.064003,283.108241,136,70,1
672,Aug 13 2019 20:18:51.747483000 MST,0.020958,283.129199,208,70,1
673,Aug 13 2019 20:18:51.782461000 MST,0.034978,283.164177,548,70,0
674,Aug 13 2019 20:18:51.890483000 MST,0.108022,283.272199,72,70,1
675,Aug 13 2019 20:18:52.060433000 MST,0.16995,283.442149,232,70,1
676,Aug 13 2019 20:18:52.102540000 MST,0.042107,283.484256,548,70,0
677,Aug 13 2019 20:18:52.166369000 MST,0.063829,283.548085,72,70,1
678,Aug 13 2019 20:18:53.453481000 MST,1.287112,284.835197,176,70,1
679,Aug 13 2019 20:18:53.482483000 MST,0.029002,284.864199,548,70,0
680,Aug 13 2019 20:18:53.546415000 MST,0.063932,284.928131,72,70,1
681,Aug 13 2019 20:18:56.086470000 MST,2.540055,287.468186,148,70,1
682,Aug 13 2019 20:18:56.096401000 MST,0.009931,287.478117,256,70,1
683,Aug 13 2019 20:18:56.122354000 MST,0.025953,287.50407,548,70,0
684,Aug 13 2019 20:18:56.131405000 MST,0.009051,287.513121,268,70,0
685,Aug 13 2019 20:18:56.142393000 MST,0.010988,287.524109,548,70,0
686,Aug 13 2019 20:18:56.186358000 MST,0.043965,287.568074,72,70,1
687,Aug 13 2019 20:18:56.195448000 MST,0.00909,287.577164,72,70,1
688,Aug 13 2019 20:18:56.206404000 MST,0.010956,287.58812,72,70,1
689,Aug 13 2019 20:18:56.216355000 MST,0.009951,287.598071,188,70,1
690,Aug 13 2019 20:18:56.262370000 MST,0.046015,287.644086,548,70,0
691,Aug 13 2019 20:18:56.370354000 MST,0.107984,287.75207,72,70,1
692,Aug 13 2019 20:18:57.662460000 MST,1.292106,289.044176,548,70,0
693,Aug 13 2019 20:18:57.726441000 MST,0.063981,289.108157,72,70,1
694,Aug 13 2019 20:18:57.730339000 MST,0.003898,289.112055,176,70,1
