frame.number,frame.time,frame.time_delta,,frame.len,mac-lte.rnti,mac-lte.direction
89,Aug 13 2019 20:14:16.843253000 MST,0.026976,8.224969,548,70,0
90,Aug 13 2019 20:14:16.855306000 MST,0.012053,8.237022,72,70,1
91,Aug 13 2019 20:14:16.856196000 MST,0.00089,8.237912,364,70,1
92,Aug 13 2019 20:14:16.883352000 MST,0.027156,8.265068,548,70,0
93,Aug 13 2019 20:14:16.899271000 MST,0.015919,8.280987,72,70,1
94,Aug 13 2019 20:14:16.906240000 MST,0.006969,8.287956,200,70,1
95,Aug 13 2019 20:14:16.908350000 MST,0.00211,8.290066,188,70,1
96,Aug 13 2019 20:14:16.923278000 MST,0.014928,8.304994,548,70,0
97,Aug 13 2019 20:14:16.943333000 MST,0.020055,8.325049,548,70,0
98,Aug 13 2019 20:14:16.956271000 MST,0.012938,8.337987,148,70,1
99,Aug 13 2019 20:14:16.983245000 MST,0.026974,8.364961,548,70,0
100,Aug 13 2019 20:14:16.996180000 MST,0.012935,8.377896,72,70,1
101,Aug 13 2019 20:14:16.998309000 MST,0.002129,8.380025,3197,70,1
102,Aug 13 2019 20:14:17.023343000 MST,0.025034,8.405059,548,70,0
103,Aug 13 2019 20:14:17.035225000 MST,0.011882,8.416941,72,70,1
104,Aug 13 2019 20:14:17.063262000 MST,0.028037,8.444978,548,70,0
105,Aug 13 2019 20:14:17.075312000 MST,0.01205,8.457028,388,70,1
106,Aug 13 2019 20:14:17.103360000 MST,0.028048,8.485076,548,70,0
107,Aug 13 2019 20:14:17.116310000 MST,0.01295,8.498026,1542,70,1
108,Aug 13 2019 20:14:17.143283000 MST,0.026973,8.524999,548,70,0
109,Aug 13 2019 20:14:17.157278000 MST,0.013995,8.538994,232,70,1
110,Aug 13 2019 20:14:17.160311000 MST,0.003033,8.542027,120,70,1
111,Aug 13 2019 20:14:17.161170000 MST,0.000859,8.542886,108,70,1
112,Aug 13 2019 20:14:17.183201000 MST,0.022031,8.564917,548,70,0
113,Aug 13 2019 20:14:17.203247000 MST,0.020046,8.584963,548,70,0
114,Aug 13 2019 20:14:17.223294000 MST,0.020047,8.60501,548,70,0
115,Aug 13 2019 20:14:17.235188000 MST,0.011894,8.616904,72,70,1
116,Aug 13 2019 20:14:17.263227000 MST,0.028039,8.644943,548,70,0
117,Aug 13 2019 20:14:17.275298000 MST,0.012071,8.657014,72,70,1
118,Aug 13 2019 20:14:17.303327000 MST,0.028029,8.685043,548,70,0
119,Aug 13 2019 20:14:17.315204000 MST,0.011877,8.69692,72,70,1
120,Aug 13 2019 20:14:17.322297000 MST,0.007093,8.704013,284,70,1
121,Aug 13 2019 20:14:17.343260000 MST,0.020963,8.724976,548,70,0
122,Aug 13 2019 20:14:17.363300000 MST,0.02004,8.745016,108,70,1
123,Aug 13 2019 20:14:17.383377000 MST,0.020077,8.765093,548,70,0
124,Aug 13 2019 20:14:17.404280000 MST,0.020903,8.785996,364,70,1
125,Aug 13 2019 20:14:17.463196000 MST,0.058916,8.844912,548,70,0
126,Aug 13 2019 20:14:21.496345000 MST,4.033149,12.878061,72,70,1
127,Aug 13 2019 20:14:21.523333000 MST,0.026988,12.905049,548,70,0
128,Aug 13 2019 20:14:24.343227000 MST,2.819894,15.724943,548,70,0
129,Aug 13 2019 20:14:24.407233000 MST,0.064006,15.788949,72,70,1
130,Aug 13 2019 20:14:24.408330000 MST,0.001097,15.790046,176,70,1
131,Aug 13 2019 20:14:24.483221000 MST,0.074891,15.864937,548,70,0
132,Aug 13 2019 20:14:32.223251000 MST,7.74003,23.604967,548,70,0
133,Aug 13 2019 20:14:32.235301000 MST,0.01205,23.617017,72,70,1
134,Aug 13 2019 20:14:36.963298000 MST,4.727997,28.345014,548,70,0
135,Aug 13 2019 20:14:36.975182000 MST,0.011884,28.356898,72,70,1
136,Aug 13 2019 20:14:37.003237000 MST,0.028055,28.384953,548,70,0
137,Aug 13 2019 20:14:40.743322000 MST,3.740085,32.125038,172,70,0
138,Aug 13 2019 20:14:41.723267000 MST,0.979945,33.104983,268,70,0
139,Aug 13 2019 20:14:41.724274000 MST,0.001007,33.10599,64,70,1
140,Aug 13 2019 20:14:41.743277000 MST,0.019003,33.124993,548,70,0
141,Aug 13 2019 20:14:41.752128000 MST,0.008851,33.133844,56,70,0
142,Aug 13 2019 20:14:41.765224000 MST,0.013096,33.14694,64,70,1
143,Aug 13 2019 20:14:41.776246000 MST,0.011022,33.157962,64,70,1
144,Aug 13 2019 20:14:41.777105000 MST,0.000859,33.158821,216,70,1
145,Aug 13 2019 20:14:41.803264000 MST,0.026159,33.18498,548,70,0
146,Aug 13 2019 20:14:41.855212000 MST,0.051948,33.236928,64,70,1
147,Aug 13 2019 20:14:41.883330000 MST,0.028118,33.265046,548,70,0
148,Aug 13 2019 20:14:41.895132000 MST,0.011802,33.276848,64,70,1
149,Aug 13 2019 20:14:41.922255000 MST,0.027123,33.303971,308,70,1
150,Aug 13 2019 20:14:41.931116000 MST,0.008861,33.312832,308,70,1
151,Aug 13 2019 20:14:41.963321000 MST,0.032205,33.345037,564,70,0
152,Aug 13 2019 20:14:41.976208000 MST,0.012887,33.357924,148,70,1
153,Aug 13 2019 20:14:42.011213000 MST,0.035005,33.392929,548,70,0
154,Aug 13 2019 20:14:42.020238000 MST,0.009025,33.401954,100,70,0
155,Aug 13 2019 20:14:42.024115000 MST,0.003877,33.405831,72,70,1
156,Aug 13 2019 20:14:42.033158000 MST,0.009043,33.414874,72,70,1
157,Aug 13 2019 20:14:42.036184000 MST,0.003026,33.4179,232,70,1
158,Aug 13 2019 20:14:42.049114000 MST,0.01293,33.43083,3837,70,1
159,Aug 13 2019 20:14:42.063204000 MST,0.01409,33.44492,548,70,0
160,Aug 13 2019 20:14:42.083239000 MST,0.020035,33.464955,548,70,0
161,Aug 13 2019 20:14:42.116203000 MST,0.032964,33.497919,72,70,1
162,Aug 13 2019 20:14:42.123161000 MST,0.006958,33.504877,548,70,0
163,Aug 13 2019 20:14:42.136254000 MST,0.013093,33.51797,364,70,1
164,Aug 13 2019 20:14:42.143207000 MST,0.006953,33.524923,548,70,0
165,Aug 13 2019 20:14:42.152249000 MST,0.009042,33.533965,300,70,0
166,Aug 13 2019 20:14:42.161310000 MST,0.009061,33.543026,588,70,0
167,Aug 13 2019 20:14:42.164301000 MST,0.002991,33.546017,72,70,1
168,Aug 13 2019 20:14:42.177206000 MST,0.012905,33.558922,72,70,1
169,Aug 13 2019 20:14:42.192178000 MST,0.014972,33.573894,886,70,1
170,Aug 13 2019 20:14:42.193176000 MST,0.000998,33.574892,108,70,1
171,Aug 13 2019 20:14:42.205259000 MST,0.012083,33.586975,1158,70,1
172,Aug 13 2019 20:14:42.223240000 MST,0.017981,33.604956,548,70,0
173,Aug 13 2019 20:14:42.243283000 MST,0.020043,33.624999,548,70,0
174,Aug 13 2019 20:14:42.283215000 MST,0.039932,33.664931,548,70,0
175,Aug 13 2019 20:14:42.292316000 MST,0.009101,33.674032,982,70,0
176,Aug 13 2019 20:14:42.304290000 MST,0.011974,33.686006,72,70,1
177,Aug 13 2019 20:14:42.338166000 MST,0.033876,33.719882,886,70,1
178,Aug 13 2019 20:14:42.339203000 MST,0.001037,33.720919,108,70,1
179,Aug 13 2019 20:14:42.363260000 MST,0.024057,33.744976,548,70,0
180,Aug 13 2019 20:14:42.423219000 MST,0.059959,33.804935,548,70,0
181,Aug 13 2019 20:14:43.843222000 MST,1.420003,35.224938,564,70,0
182,Aug 13 2019 20:14:43.907201000 MST,0.063979,35.288917,164,70,1
183,Aug 13 2019 20:14:43.943257000 MST,0.036056,35.324973,532,70,0
184,Aug 13 2019 20:14:57.823244000 MST,13.879987,49.20496,548,70,0
185,Aug 13 2019 20:14:57.835094000 MST,0.01185,49.21681,64,70,1
186,Aug 13 2019 20:15:01.963246000 MST,4.128152,53.344962,548,70,0
187,Aug 13 2019 20:15:01.975074000 MST,0.011828,53.35679,148,70,1
188,Aug 13 2019 20:15:02.003152000 MST,0.028078,53.384868,548,70,0
189,Aug 13 2019 20:15:03.183233000 MST,1.180081,54.564949,548,70,0
190,Aug 13 2019 20:15:03.247056000 MST,0.063823,54.628772,176,70,1
191,Aug 13 2019 20:15:03.283141000 MST,0.036085,54.664857,548,70,0
192,Aug 13 2019 20:15:09.783118000 MST,6.499977,61.164834,548,70,0
193,Aug 13 2019 20:15:09.845173000 MST,0.062055,61.226889,72,70,1
194,Aug 13 2019 20:15:09.883181000 MST,0.038008,61.264897,548,70,0
195,Aug 13 2019 20:15:09.895224000 MST,0.012043,61.27694,72,70,1
196,Aug 13 2019 20:15:09.943090000 MST,0.047866,61.324806,120,70,1
197,Aug 13 2019 20:15:09.971203000 MST,0.028113,61.352919,532,70,0
198,Aug 13 2019 20:15:22.823150000 MST,12.851947,74.204866,564,70,0
199,Aug 13 2019 20:15:22.889083000 MST,0.065933,74.270799,176,70,1
200,Aug 13 2019 20:15:22.923221000 MST,0.034138,74.304937,548,70,0
201,Aug 13 2019 20:15:39.568074000 MST,16.644853,90.94979,216,70,1
202,Aug 13 2019 20:15:39.569129000 MST,0.001055,90.950845,188,70,1
203,Aug 13 2019 20:15:39.603070000 MST,0.033941,90.984786,548,70,0
204,Aug 13 2019 20:15:39.711067000 MST,0.107997,91.092783,72,70,1
205,Aug 13 2019 20:15:40.447043000 MST,0.735976,91.828759,188,70,1
206,Aug 13 2019 20:15:40.483133000 MST,0.03609,91.864849,548,70,0
207,Aug 13 2019 20:15:40.547112000 MST,0.063979,91.928828,72,70,1
208,Aug 13 2019 20:15:42.503147000 MST,1.956035,93.884863,548,70,0
209,Aug 13 2019 20:15:42.566974000 MST,0.063827,93.94869,232,70,1
210,Aug 13 2019 20:15:42.623083000 MST,0.056109,94.004799,548,70,0
211,Aug 13 2019 20:15:43.513047000 MST,0.889964,94.894763,72,70,1
212,Aug 13 2019 20:15:43.543084000 MST,0.030037,94.9248,548,70,0
213,Aug 13 2019 20:15:49.282051000 MST,5.738967,100.663767,148,70,1
214,Aug 13 2019 20:15:49.296093000 MST,0.014042,100.677809,340,70,1
215,Aug 13 2019 20:15:49.302973000 MST,0.00688,100.684689,548,70,0
216,Aug 13 2019 20:15:49.323019000 MST,0.020046,100.704735,548,70,0
217,Aug 13 2019 20:15:49.412075000 MST,0.089056,100.793791,72,70,1
218,Aug 13 2019 20:15:49.431028000 MST,0.018953,100.812744,72,70,1
219,Aug 13 2019 20:15:52.043056000 MST,2.612028,103.424772,548,70,0
220,Aug 13 2019 20:15:52.107054000 MST,0.063998,103.48877,128,70,1
221,Aug 13 2019 20:15:52.118096000 MST,0.011042,103.499812,468,70,1
222,Aug 13 2019 20:15:52.143116000 MST,0.02502,103.524832,548,70,0
223,Aug 13 2019 20:15:52.250925000 MST,0.107809,103.632641,72,70,1
224,Aug 13 2019 20:15:53.151113000 MST,0.900188,104.532829,548,70,0
225,Aug 13 2019 20:15:53.215117000 MST,0.064004,104.596833,72,70,1
226,Aug 13 2019 20:15:53.248971000 MST,0.033854,104.630687,164,70,1
227,Aug 13 2019 20:15:53.283089000 MST,0.034118,104.664805,548,70,0
228,Aug 13 2019 20:15:53.390918000 MST,0.107829,104.772634,72,70,1
229,Aug 13 2019 20:15:57.022986000 MST,3.632068,108.404702,548,70,0
230,Aug 13 2019 20:15:57.087004000 MST,0.064018,108.46872,72,70,1
231,Aug 13 2019 20:15:57.091101000 MST,0.004097,108.472817,176,70,1
232,Aug 13 2019 20:15:57.123051000 MST,0.03195,108.504767,548,70,0
233,Aug 13 2019 20:15:57.231033000 MST,0.107982,108.612749,72,70,1
234,Aug 13 2019 20:15:58.103020000 MST,0.871987,109.484736,548,70,0
235,Aug 13 2019 20:15:58.168117000 MST,0.065097,109.549833,72,70,1
236,Aug 13 2019 20:15:58.171083000 MST,0.002966,109.552799,78,70,1
237,Aug 13 2019 20:15:58.188980000 MST,0.017897,109.570696,200,70,1
238,Aug 13 2019 20:15:58.223138000 MST,0.034158,109.604854,548,70,0
239,Aug 13 2019 20:15:58.335068000 MST,0.11193,109.716784,72,70,1
240,Aug 13 2019 20:15:59.453007000 MST,1.117939,110.834723,176,70,1
241,Aug 13 2019 20:15:59.483082000 MST,0.030075,110.864798,548,70,0
242,Aug 13 2019 20:15:59.547103000 MST,0.064021,110.928819,72,70,1
243,Aug 13 2019 20:16:02.483043000 MST,2.93594,113.864759,548,70,0
244,Aug 13 2019 20:16:02.547036000 MST,0.063993,113.928752,232,70,1
245,Aug 13 2019 20:16:02.602975000 MST,0.055939,113.984691,548,70,0
246,Aug 13 2019 20:16:03.347973000 MST,0.744998,114.729689,388,70,1
247,Aug 13 2019 20:16:03.382961000 MST,0.034988,114.764677,548,70,0
248,Aug 13 2019 20:16:03.391974000 MST,0.009013,114.77369,28,70,0
249,Aug 13 2019 20:16:03.401018000 MST,0.009044,114.782734,300,70,0
250,Aug 13 2019 20:16:03.446944000 MST,0.045926,114.82866,72,70,1
251,Aug 13 2019 20:16:03.465075000 MST,0.018131,114.846791,72,70,1
252,Aug 13 2019 20:16:03.481928000 MST,0.016853,114.863644,188,70,1
253,Aug 13 2019 20:16:03.503086000 MST,0.021158,114.884802,548,70,0
254,Aug 13 2019 20:16:03.610906000 MST,0.10782,114.992622,72,70,1
255,Aug 13 2019 20:16:06.363107000 MST,2.752201,117.744823,548,70,0
256,Aug 13 2019 20:16:06.426908000 MST,0.063801,117.808624,72,70,1
257,Aug 13 2019 20:16:06.432071000 MST,0.005163,117.813787,176,70,1
258,Aug 13 2019 20:16:06.463004000 MST,0.030933,117.84472,548,70,0
259,Aug 13 2019 20:16:06.566902000 MST,0.103898,117.948618,72,70,1
260,Aug 13 2019 20:16:11.383147000 MST,4.816245,122.764863,548,70,0
261,Aug 13 2019 20:16:11.446916000 MST,0.063769,122.828632,72,70,1
262,Aug 13 2019 20:16:11.510966000 MST,0.06405,122.892682,176,70,1
263,Aug 13 2019 20:16:11.543000000 MST,0.032034,122.924716,548,70,0
264,Aug 13 2019 20:16:11.606980000 MST,0.06398,122.988696,72,70,1
265,Aug 13 2019 20:16:11.923058000 MST,0.316078,123.304774,548,70,0
266,Aug 13 2019 20:16:11.987034000 MST,0.063976,123.36875,136,70,1
267,Aug 13 2019 20:16:12.004972000 MST,0.017938,123.386688,208,70,1
268,Aug 13 2019 20:16:12.023116000 MST,0.018144,123.404832,548,70,0
269,Aug 13 2019 20:16:12.130953000 MST,0.107837,123.512669,72,70,1
270,Aug 13 2019 20:16:13.377096000 MST,1.246143,124.758812,232,70,1
271,Aug 13 2019 20:16:13.402986000 MST,0.02589,124.784702,548,70,0
272,Aug 13 2019 20:16:13.467049000 MST,0.064063,124.848765,72,70,1
273,Aug 13 2019 20:16:15.418864000 MST,1.951815,126.80058,232,70,1
274,Aug 13 2019 20:16:15.443041000 MST,0.024177,126.824757,548,70,0
275,Aug 13 2019 20:16:15.506869000 MST,0.063828,126.888585,72,70,1
276,Aug 13 2019 20:16:21.982937000 MST,6.476068,133.364653,548,70,0
277,Aug 13 2019 20:16:21.995022000 MST,0.012085,133.376738,72,70,1
278,Aug 13 2019 20:16:22.023056000 MST,0.028034,133.404772,548,70,0
279,Aug 13 2019 20:16:22.462947000 MST,0.439891,133.844663,548,70,0
280,Aug 13 2019 20:16:22.526900000 MST,0.063953,133.908616,232,70,1
281,Aug 13 2019 20:16:22.583035000 MST,0.056135,133.964751,548,70,0
282,Aug 13 2019 20:16:23.611919000 MST,1.028884,134.993635,176,70,1
283,Aug 13 2019 20:16:23.642978000 MST,0.031059,135.024694,548,70,0
284,Aug 13 2019 20:16:23.750981000 MST,0.108003,135.132697,72,70,1
285,Aug 13 2019 20:16:32.063964000 MST,8.312983,143.44568,148,70,1
286,Aug 13 2019 20:16:32.070854000 MST,0.00689,143.45257,388,70,1
287,Aug 13 2019 20:16:32.103018000 MST,0.032164,143.484734,548,70,0
288,Aug 13 2019 20:16:32.111887000 MST,0.008869,143.493603,56,70,0
289,Aug 13 2019 20:16:32.120921000 MST,0.009034,143.502637,404,70,0
290,Aug 13 2019 20:16:32.166843000 MST,0.045922,143.548559,72,70,1
291,Aug 13 2019 20:16:32.175921000 MST,0.009078,143.557637,72,70,1
292,Aug 13 2019 20:16:32.184959000 MST,0.009038,143.566675,72,70,1
293,Aug 13 2019 20:16:32.195970000 MST,0.011011,143.577686,188,70,1
294,Aug 13 2019 20:16:32.222956000 MST,0.026986,143.604672,548,70,0
295,Aug 13 2019 20:16:32.326900000 MST,0.103944,143.708616,72,70,1
296,Aug 13 2019 20:16:34.202918000 MST,1.876018,145.584634,548,70,0
297,Aug 13 2019 20:16:34.266947000 MST,0.064029,145.648663,72,70,1
298,Aug 13 2019 20:16:34.270848000 MST,0.003901,145.652564,164,70,1
299,Aug 13 2019 20:16:34.302989000 MST,0.032141,145.684705,548,70,0
300,Aug 13 2019 20:16:34.406914000 MST,0.103925,145.78863,72,70,1
301,Aug 13 2019 20:16:39.282923000 MST,4.876009,150.664639,548,70,0
302,Aug 13 2019 20:16:39.346924000 MST,0.064001,150.72864,72,70,1
303,Aug 13 2019 20:16:39.351909000 MST,0.004985,150.733625,164,70,1
304,Aug 13 2019 20:16:39.382992000 MST,0.031083,150.764708,548,70,0
305,Aug 13 2019 20:16:39.486916000 MST,0.103924,150.868632,72,70,1
306,Aug 13 2019 20:16:40.262868000 MST,0.775952,151.644584,548,70,0
307,Aug 13 2019 20:16:40.326894000 MST,0.064026,151.70861,136,70,1
308,Aug 13 2019 20:16:40.348873000 MST,0.021979,151.730589,208,70,1
309,Aug 13 2019 20:16:40.382989000 MST,0.034116,151.764705,548,70,0
310,Aug 13 2019 20:16:40.490818000 MST,0.107829,151.872534,72,70,1
311,Aug 13 2019 20:16:42.372814000 MST,1.881996,153.75453,176,70,1
312,Aug 13 2019 20:16:42.382982000 MST,0.010168,153.764698,548,70,0
313,Aug 13 2019 20:16:42.402842000 MST,0.01986,153.784558,548,70,0
314,Aug 13 2019 20:16:42.446791000 MST,0.043949,153.828507,232,70,1
315,Aug 13 2019 20:16:42.502923000 MST,0.056132,153.884639,548,70,0
316,Aug 13 2019 20:16:42.506950000 MST,0.004027,153.888666,72,70,1
317,Aug 13 2019 20:16:47.372795000 MST,4.865845,158.754511,176,70,1
318,Aug 13 2019 20:16:47.403013000 MST,0.030218,158.784729,548,70,0
319,Aug 13 2019 20:16:47.466834000 MST,0.063821,158.84855,72,70,1
320,Aug 13 2019 20:16:47.741892000 MST,0.275058,159.123608,148,70,1
321,Aug 13 2019 20:16:47.748936000 MST,0.007044,159.130652,340,70,1
322,Aug 13 2019 20:16:47.762843000 MST,0.013907,159.144559,548,70,0
323,Aug 13 2019 20:16:47.782877000 MST,0.020034,159.164593,548,70,0
324,Aug 13 2019 20:16:47.822967000 MST,0.04009,159.204683,548,70,0
325,Aug 13 2019 20:16:47.826823000 MST,0.003856,159.208539,72,70,1
326,Aug 13 2019 20:16:47.846877000 MST,0.020054,159.228593,72,70,1
327,Aug 13 2019 20:16:47.886798000 MST,0.039921,159.268514,72,70,1
328,Aug 13 2019 20:16:47.896910000 MST,0.010112,159.278626,188,70,1
329,Aug 13 2019 20:16:47.922866000 MST,0.025956,159.304582,548,70,0
330,Aug 13 2019 20:16:48.026790000 MST,0.103924,159.408506,72,70,1
331,Aug 13 2019 20:16:48.766855000 MST,0.740065,160.148571,232,70,1
332,Aug 13 2019 20:16:48.802924000 MST,0.036069,160.18464,548,70,0
333,Aug 13 2019 20:16:48.811989000 MST,0.009065,160.193705,56,70,0
334,Aug 13 2019 20:16:48.866920000 MST,0.054931,160.248636,72,70,1
335,Aug 13 2019 20:16:48.875835000 MST,0.008915,160.257551,72,70,1
336,Aug 13 2019 20:16:48.880936000 MST,0.005101,160.262652,176,70,1
337,Aug 13 2019 20:16:48.922860000 MST,0.041924,160.304576,548,70,0
338,Aug 13 2019 20:16:49.030868000 MST,0.108008,160.412584,72,70,1
339,Aug 13 2019 20:16:52.022920000 MST,2.992052,163.404636,548,70,0
340,Aug 13 2019 20:16:52.086944000 MST,0.064024,163.46866,72,70,1
341,Aug 13 2019 20:16:52.090838000 MST,0.003894,163.472554,164,70,1
342,Aug 13 2019 20:16:52.122822000 MST,0.031984,163.504538,548,70,0
343,Aug 13 2019 20:16:52.226926000 MST,0.104104,163.608642,72,70,1
344,Aug 13 2019 20:16:56.802943000 MST,4.576017,168.184659,548,70,0
345,Aug 13 2019 20:16:56.866903000 MST,0.06396,168.248619,136,70,1
346,Aug 13 2019 20:16:56.884841000 MST,0.017938,168.266557,200,70,1
347,Aug 13 2019 20:16:56.902981000 MST,0.01814,168.284697,548,70,0
