frame.number,frame.time,frame.time_delta,frame.len,mac-lte.rnti,mac-lte.direction
38,Aug 13 2019 20:00:37.659327000 MST,0.001065000,3077,70,1
39,Aug 13 2019 20:00:37.671345000 MST,0.012018000,128,70,1
40,Aug 13 2019 20:00:37.677375000 MST,0.006030000,256,70,1
41,Aug 13 2019 20:00:37.678318000 MST,0.000943000,532,70,0
42,Aug 13 2019 20:00:37.687335000 MST,0.009017000,404,70,0
43,Aug 13 2019 20:00:37.690313000 MST,0.002978000,88,70,1
44,Aug 13 2019 20:00:37.696449000 MST,0.006136000,708,70,0
45,Aug 13 2019 20:00:37.700234000 MST,0.003785000,72,70,1
46,Aug 13 2019 20:00:37.701319000 MST,0.001085000,240,70,1
47,Aug 13 2019 20:00:37.702213000 MST,0.000894000,88,70,1
48,Aug 13 2019 20:00:37.709357000 MST,0.007144000,420,70,1
49,Aug 13 2019 20:00:37.718402000 MST,0.009045000,548,70,0
50,Aug 13 2019 20:00:37.731307000 MST,0.012905000,72,70,1
51,Aug 13 2019 20:00:37.732374000 MST,0.001067000,160,70,1
52,Aug 13 2019 20:00:37.736303000 MST,0.003929000,88,70,1
53,Aug 13 2019 20:00:37.738323000 MST,0.002020000,548,70,0
54,Aug 13 2019 20:00:37.747357000 MST,0.009034000,886,70,0
55,Aug 13 2019 20:00:37.758314000 MST,0.010957000,548,70,0
56,Aug 13 2019 20:00:37.760226000 MST,0.001912000,308,70,1
57,Aug 13 2019 20:00:37.763249000 MST,0.003023000,72,70,1
58,Aug 13 2019 20:00:37.778401000 MST,0.015152000,548,70,0
59,Aug 13 2019 20:00:37.786340000 MST,0.007939000,188,70,1
60,Aug 13 2019 20:00:37.791302000 MST,0.004962000,72,70,1
61,Aug 13 2019 20:00:37.794332000 MST,0.003030000,72,70,1
62,Aug 13 2019 20:00:37.798401000 MST,0.004069000,72,70,1
63,Aug 13 2019 20:00:37.800378000 MST,0.001977000,3437,70,1
64,Aug 13 2019 20:00:37.801240000 MST,0.000862000,188,70,1
65,Aug 13 2019 20:00:37.807249000 MST,0.006009000,176,70,1
66,Aug 13 2019 20:00:37.818300000 MST,0.011051000,548,70,0
67,Aug 13 2019 20:00:37.827411000 MST,0.009111000,1158,70,0
68,Aug 13 2019 20:00:37.830350000 MST,0.002939000,72,70,1
69,Aug 13 2019 20:00:37.831201000 MST,0.000851000,232,70,1
70,Aug 13 2019 20:00:37.833355000 MST,0.002154000,72,70,1
71,Aug 13 2019 20:00:37.836496000 MST,0.003141000,1446,70,0
72,Aug 13 2019 20:00:37.839384000 MST,0.002888000,72,70,1
73,Aug 13 2019 20:00:37.858402000 MST,0.019018000,548,70,0
74,Aug 13 2019 20:00:37.898262000 MST,0.039860000,364,70,1
75,Aug 13 2019 20:00:37.918365000 MST,0.020103000,548,70,0
76,Aug 13 2019 20:00:37.938409000 MST,0.020044000,548,70,0
77,Aug 13 2019 20:00:37.944213000 MST,0.005804000,72,70,1
78,Aug 13 2019 20:00:37.946353000 MST,0.002140000,732,70,1
79,Aug 13 2019 20:00:37.947297000 MST,0.000944000,732,70,0
80,Aug 13 2019 20:00:37.947310000 MST,0.000013000,108,70,1
81,Aug 13 2019 20:00:37.978363000 MST,0.031053000,548,70,0
82,Aug 13 2019 20:00:37.991259000 MST,0.012896000,160,70,1
83,Aug 13 2019 20:00:37.997338000 MST,0.006079000,188,70,1
84,Aug 13 2019 20:00:37.998386000 MST,0.001048000,548,70,0
85,Aug 13 2019 20:00:37.998413000 MST,0.000027000,200,70,1
86,Aug 13 2019 20:00:38.004371000 MST,0.005958000,64,70,1
87,Aug 13 2019 20:00:38.018250000 MST,0.013879000,548,70,0
88,Aug 13 2019 20:00:38.038309000 MST,0.020059000,548,70,0
89,Aug 13 2019 20:00:38.051220000 MST,0.012911000,64,70,1
90,Aug 13 2019 20:00:38.062249000 MST,0.011029000,64,70,1
91,Aug 13 2019 20:00:38.078411000 MST,0.016162000,548,70,0
92,Aug 13 2019 20:00:38.090267000 MST,0.011856000,3197,70,1
93,Aug 13 2019 20:00:38.118323000 MST,0.028056000,548,70,0
94,Aug 13 2019 20:00:38.131267000 MST,0.012944000,364,70,1
95,Aug 13 2019 20:00:38.158258000 MST,0.026991000,548,70,0
96,Aug 13 2019 20:00:38.171346000 MST,0.013088000,160,70,1
97,Aug 13 2019 20:00:38.198376000 MST,0.027030000,548,70,0
98,Aug 13 2019 20:00:38.211256000 MST,0.012880000,88,70,1
99,Aug 13 2019 20:00:38.238284000 MST,0.027028000,548,70,0
100,Aug 13 2019 20:00:38.247300000 MST,0.009016000,172,70,0
101,Aug 13 2019 20:00:38.260244000 MST,0.012944000,72,70,1
102,Aug 13 2019 20:00:38.261303000 MST,0.001059000,240,70,1
103,Aug 13 2019 20:00:38.298428000 MST,0.037125000,548,70,0
104,Aug 13 2019 20:00:38.350392000 MST,0.051964000,72,70,1
105,Aug 13 2019 20:00:38.378271000 MST,0.027879000,548,70,0
106,Aug 13 2019 20:00:38.390315000 MST,0.012044000,72,70,1
107,Aug 13 2019 20:00:38.391359000 MST,0.001044000,1078,70,1
108,Aug 13 2019 20:00:38.392244000 MST,0.000885000,108,70,1
109,Aug 13 2019 20:00:38.438426000 MST,0.046182000,548,70,0
110,Aug 13 2019 20:00:38.579247000 MST,0.140821000,88,70,1
111,Aug 13 2019 20:00:38.598349000 MST,0.019102000,548,70,0
112,Aug 13 2019 20:00:38.607368000 MST,0.009019000,300,70,0
113,Aug 13 2019 20:00:38.747382000 MST,0.140014000,612,70,1
114,Aug 13 2019 20:00:38.778460000 MST,0.031078000,548,70,0
115,Aug 13 2019 20:00:38.798498000 MST,0.020038000,548,70,0
116,Aug 13 2019 20:00:38.863572000 MST,0.065074000,72,70,1
117,Aug 13 2019 20:00:38.866556000 MST,0.002984000,256,70,1
118,Aug 13 2019 20:00:38.898727000 MST,0.032171000,548,70,0
119,Aug 13 2019 20:00:38.963211000 MST,0.064484000,72,70,1
120,Aug 13 2019 20:00:39.008303000 MST,0.045092000,72,70,1
121,Aug 13 2019 20:00:39.898319000 MST,0.890016000,548,70,0
122,Aug 13 2019 20:00:39.963285000 MST,0.064966000,88,70,1
123,Aug 13 2019 20:00:39.998390000 MST,0.035105000,548,70,0
124,Aug 13 2019 20:00:40.007225000 MST,0.008835000,112,70,0
125,Aug 13 2019 20:00:40.072363000 MST,0.065138000,256,70,1
126,Aug 13 2019 20:00:40.098283000 MST,0.025920000,548,70,0
127,Aug 13 2019 20:00:53.088234000 MST,12.989951000,72,70,1
128,Aug 13 2019 20:00:53.118325000 MST,0.030091000,548,70,0
129,Aug 13 2019 20:00:53.182268000 MST,0.063943000,232,70,1
130,Aug 13 2019 20:00:53.258275000 MST,0.076007000,548,70,0
131,Aug 13 2019 20:00:54.718357000 MST,1.460082000,548,70,0
132,Aug 13 2019 20:00:54.730198000 MST,0.011841000,64,70,1
133,Aug 13 2019 20:00:58.218325000 MST,3.488127000,548,70,0
134,Aug 13 2019 20:00:58.230186000 MST,0.011861000,108,70,1
135,Aug 13 2019 20:00:58.231223000 MST,0.001037000,64,70,1
136,Aug 13 2019 20:00:58.278292000 MST,0.047069000,548,70,0
137,Aug 13 2019 20:01:08.300206000 MST,10.021914000,176,70,1
138,Aug 13 2019 20:01:08.338206000 MST,0.038000000,548,70,0
139,Aug 13 2019 20:01:08.448187000 MST,0.109981000,72,70,1
140,Aug 13 2019 20:01:09.354146000 MST,0.905959000,148,70,1
141,Aug 13 2019 20:01:09.360168000 MST,0.006022000,200,70,1
142,Aug 13 2019 20:01:09.378314000 MST,0.018146000,548,70,0
143,Aug 13 2019 20:01:09.387159000 MST,0.008845000,208,70,0
144,Aug 13 2019 20:01:09.418239000 MST,0.031080000,548,70,0
145,Aug 13 2019 20:01:09.451197000 MST,0.032958000,72,70,1
146,Aug 13 2019 20:01:09.482240000 MST,0.031043000,72,70,1
147,Aug 13 2019 20:01:09.485257000 MST,0.003017000,72,70,1
148,Aug 13 2019 20:01:09.492149000 MST,0.006892000,188,70,1
149,Aug 13 2019 20:01:09.538185000 MST,0.046036000,548,70,0
150,Aug 13 2019 20:01:09.660211000 MST,0.122026000,72,70,1
151,Aug 13 2019 20:01:12.538159000 MST,2.877948000,548,70,0
152,Aug 13 2019 20:01:12.602161000 MST,0.064002000,232,70,1
153,Aug 13 2019 20:01:12.678181000 MST,0.076020000,548,70,0
154,Aug 13 2019 20:01:19.078518000 MST,6.400337000,548,70,0
155,Aug 13 2019 20:01:19.147403000 MST,0.068885000,176,70,1
156,Aug 13 2019 20:01:19.178582000 MST,0.031179000,548,70,0
157,Aug 13 2019 20:01:19.289519000 MST,0.110937000,72,70,1
158,Aug 13 2019 20:01:22.598278000 MST,3.308759000,548,70,0
159,Aug 13 2019 20:01:22.662090000 MST,0.063812000,72,70,1
160,Aug 13 2019 20:01:22.663161000 MST,0.001071000,78,70,1
161,Aug 13 2019 20:01:22.698119000 MST,0.034958000,208,70,1
162,Aug 13 2019 20:01:22.738339000 MST,0.040220000,548,70,0
163,Aug 13 2019 20:01:22.844318000 MST,0.105979000,72,70,1
164,Aug 13 2019 20:01:27.240143000 MST,4.395825000,176,70,1
165,Aug 13 2019 20:01:27.278156000 MST,0.038013000,548,70,0
166,Aug 13 2019 20:01:27.342171000 MST,0.064015000,72,70,1
167,Aug 13 2019 20:01:32.278161000 MST,4.935990000,548,70,0
168,Aug 13 2019 20:01:32.342137000 MST,0.063976000,72,70,1
169,Aug 13 2019 20:01:32.343206000 MST,0.001069000,176,70,1
170,Aug 13 2019 20:01:32.438193000 MST,0.094987000,548,70,0
171,Aug 13 2019 20:01:32.509099000 MST,0.070906000,148,70,1
172,Aug 13 2019 20:01:32.518147000 MST,0.009048000,340,70,1
173,Aug 13 2019 20:01:32.538313000 MST,0.020166000,548,70,0
174,Aug 13 2019 20:01:32.558182000 MST,0.019869000,548,70,0
175,Aug 13 2019 20:01:32.578178000 MST,0.019996000,548,70,0
176,Aug 13 2019 20:01:32.602077000 MST,0.023899000,72,70,1
177,Aug 13 2019 20:01:32.642169000 MST,0.040092000,72,70,1
178,Aug 13 2019 20:01:32.654057000 MST,0.011888000,188,70,1
179,Aug 13 2019 20:01:32.678257000 MST,0.024200000,548,70,0
180,Aug 13 2019 20:01:32.788195000 MST,0.109938000,72,70,1
181,Aug 13 2019 20:01:33.698126000 MST,0.909931000,548,70,0
182,Aug 13 2019 20:01:33.762089000 MST,0.063963000,72,70,1
183,Aug 13 2019 20:01:33.767065000 MST,0.004976000,176,70,1
184,Aug 13 2019 20:01:33.798208000 MST,0.031143000,548,70,0
185,Aug 13 2019 20:01:33.904054000 MST,0.105846000,72,70,1
186,Aug 13 2019 20:01:37.178245000 MST,3.274191000,548,70,0
187,Aug 13 2019 20:01:37.242047000 MST,0.063802000,72,70,1
188,Aug 13 2019 20:01:37.249165000 MST,0.007118000,176,70,1
189,Aug 13 2019 20:01:37.278146000 MST,0.028981000,532,70,0
190,Aug 13 2019 20:01:37.388074000 MST,0.109928000,72,70,1
191,Aug 13 2019 20:01:38.792072000 MST,1.403998000,216,70,1
192,Aug 13 2019 20:01:38.818256000 MST,0.026184000,532,70,0
193,Aug 13 2019 20:01:38.882054000 MST,0.063798000,72,70,1
194,Aug 13 2019 20:01:42.718139000 MST,3.836085000,548,70,0
195,Aug 13 2019 20:01:42.782117000 MST,0.063978000,136,70,1
196,Aug 13 2019 20:01:42.804138000 MST,0.022021000,200,70,1
197,Aug 13 2019 20:01:42.838119000 MST,0.033981000,548,70,0
198,Aug 13 2019 20:01:42.944113000 MST,0.105994000,72,70,1
199,Aug 13 2019 20:01:50.659187000 MST,7.715074000,176,70,1
200,Aug 13 2019 20:01:50.698082000 MST,0.038895000,548,70,0
201,Aug 13 2019 20:01:50.762048000 MST,0.063966000,72,70,1
202,Aug 13 2019 20:01:51.698117000 MST,0.936069000,548,70,0
203,Aug 13 2019 20:01:51.762071000 MST,0.063954000,232,70,1
204,Aug 13 2019 20:01:51.838451000 MST,0.076380000,548,70,0
205,Aug 13 2019 20:01:53.749070000 MST,1.910619000,148,70,1
206,Aug 13 2019 20:01:53.761132000 MST,0.012062000,420,70,1
207,Aug 13 2019 20:01:53.778106000 MST,0.016974000,548,70,0
208,Aug 13 2019 20:01:53.798083000 MST,0.019977000,548,70,0
209,Aug 13 2019 20:01:53.838220000 MST,0.040137000,548,70,0
210,Aug 13 2019 20:01:53.842078000 MST,0.003858000,72,70,1
211,Aug 13 2019 20:01:53.862108000 MST,0.020030000,72,70,1
212,Aug 13 2019 20:01:53.912158000 MST,0.050050000,188,70,1
213,Aug 13 2019 20:01:53.938085000 MST,0.025927000,548,70,0
214,Aug 13 2019 20:01:54.048062000 MST,0.109977000,72,70,1
215,Aug 13 2019 20:01:54.984184000 MST,0.936122000,216,70,1
216,Aug 13 2019 20:01:55.018393000 MST,0.034209000,548,70,0
217,Aug 13 2019 20:01:55.082107000 MST,0.063714000,72,70,1
218,Aug 13 2019 20:01:57.238118000 MST,2.156011000,548,70,0
219,Aug 13 2019 20:01:57.302123000 MST,0.064005000,72,70,1
220,Aug 13 2019 20:01:57.307085000 MST,0.004962000,176,70,1
221,Aug 13 2019 20:01:57.338185000 MST,0.031100000,548,70,0
222,Aug 13 2019 20:01:57.448143000 MST,0.109958000,72,70,1
223,Aug 13 2019 20:02:02.718051000 MST,5.269908000,548,70,0
224,Aug 13 2019 20:02:02.782046000 MST,0.063995000,72,70,1
225,Aug 13 2019 20:02:02.783973000 MST,0.001927000,78,70,1
226,Aug 13 2019 20:02:02.805107000 MST,0.021134000,200,70,1
227,Aug 13 2019 20:02:02.838173000 MST,0.033066000,548,70,0
228,Aug 13 2019 20:02:02.944029000 MST,0.105856000,72,70,1
229,Aug 13 2019 20:02:10.858376000 MST,7.914347000,548,70,0
230,Aug 13 2019 20:02:10.923312000 MST,0.064936000,232,70,1
231,Aug 13 2019 20:02:10.998427000 MST,0.075115000,548,70,0
232,Aug 13 2019 20:02:12.167019000 MST,1.168592000,216,70,1
233,Aug 13 2019 20:02:12.198122000 MST,0.031103000,532,70,0
234,Aug 13 2019 20:02:12.305057000 MST,0.106935000,72,70,1
235,Aug 13 2019 20:02:29.258106000 MST,16.953049000,548,70,0
236,Aug 13 2019 20:02:29.322075000 MST,0.063969000,72,70,1
237,Aug 13 2019 20:02:29.327893000 MST,0.005818000,176,70,1
238,Aug 13 2019 20:02:29.358182000 MST,0.030289000,548,70,0
239,Aug 13 2019 20:02:29.463962000 MST,0.105780000,72,70,1
240,Aug 13 2019 20:02:30.358127000 MST,0.894165000,548,70,0
241,Aug 13 2019 20:02:30.421928000 MST,0.063801000,72,70,1
242,Aug 13 2019 20:02:30.422987000 MST,0.001059000,176,70,1
243,Aug 13 2019 20:02:30.498106000 MST,0.075119000,548,70,0
244,Aug 13 2019 20:02:37.918090000 MST,7.419984000,548,70,0
245,Aug 13 2019 20:02:37.987019000 MST,0.068929000,176,70,1
246,Aug 13 2019 20:02:38.018065000 MST,0.031046000,548,70,0
247,Aug 13 2019 20:02:38.124010000 MST,0.105945000,72,70,1
248,Aug 13 2019 20:02:39.858056000 MST,1.734046000,548,70,0
249,Aug 13 2019 20:02:39.921860000 MST,0.063804000,136,70,1
250,Aug 13 2019 20:02:39.941903000 MST,0.020043000,200,70,1
251,Aug 13 2019 20:02:39.957938000 MST,0.016035000,548,70,0
252,Aug 13 2019 20:02:40.064863000 MST,0.106925000,72,70,1
253,Aug 13 2019 20:02:43.875907000 MST,3.811044000,64,70,1
254,Aug 13 2019 20:02:49.977949000 MST,6.102042000,548,70,0
255,Aug 13 2019 20:02:50.041963000 MST,0.064014000,232,70,1
256,Aug 13 2019 20:02:50.117933000 MST,0.075970000,548,70,0
257,Aug 13 2019 20:02:52.563922000 MST,2.445989000,176,70,1
258,Aug 13 2019 20:02:52.597916000 MST,0.033994000,548,70,0
259,Aug 13 2019 20:02:52.708960000 MST,0.111044000,72,70,1
260,Aug 13 2019 20:02:54.005909000 MST,1.296949000,216,70,1
261,Aug 13 2019 20:02:54.037920000 MST,0.032011000,548,70,0
262,Aug 13 2019 20:02:54.101920000 MST,0.064000000,72,70,1
263,Aug 13 2019 20:02:59.627801000 MST,5.525881000,148,70,1
264,Aug 13 2019 20:02:59.634879000 MST,0.007078000,340,70,1
265,Aug 13 2019 20:02:59.657992000 MST,0.023113000,548,70,0
266,Aug 13 2019 20:02:59.677858000 MST,0.019866000,548,70,0
267,Aug 13 2019 20:02:59.721821000 MST,0.043963000,128,70,1
268,Aug 13 2019 20:02:59.741865000 MST,0.020044000,72,70,1
269,Aug 13 2019 20:02:59.753944000 MST,0.012079000,188,70,1
270,Aug 13 2019 20:02:59.777935000 MST,0.023991000,548,70,0
271,Aug 13 2019 20:02:59.884886000 MST,0.106951000,72,70,1
272,Aug 13 2019 20:03:04.899968000 MST,5.015082000,176,70,1
273,Aug 13 2019 20:03:04.937954000 MST,0.037986000,548,70,0
274,Aug 13 2019 20:03:05.001780000 MST,0.063826000,72,70,1
275,Aug 13 2019 20:03:06.857898000 MST,1.856118000,148,70,1
276,Aug 13 2019 20:03:06.864814000 MST,0.006916000,232,70,1
277,Aug 13 2019 20:03:06.877970000 MST,0.013156000,548,70,0
278,Aug 13 2019 20:03:06.897889000 MST,0.019919000,548,70,0
279,Aug 13 2019 20:03:06.937953000 MST,0.040064000,548,70,0
280,Aug 13 2019 20:03:06.941797000 MST,0.003844000,72,70,1
281,Aug 13 2019 20:03:06.961890000 MST,0.020093000,72,70,1
282,Aug 13 2019 20:03:07.001774000 MST,0.039884000,72,70,1
283,Aug 13 2019 20:03:07.012782000 MST,0.011008000,188,70,1
284,Aug 13 2019 20:03:07.037858000 MST,0.025076000,548,70,0
285,Aug 13 2019 20:03:07.144840000 MST,0.106982000,72,70,1
286,Aug 13 2019 20:03:09.038201000 MST,1.893361000,548,70,0
287,Aug 13 2019 20:03:09.103096000 MST,0.064895000,232,70,1
288,Aug 13 2019 20:03:09.177830000 MST,0.074734000,548,70,0
289,Aug 13 2019 20:03:11.790825000 MST,2.612995000,148,70,1
290,Aug 13 2019 20:03:11.797897000 MST,0.007072000,284,70,1
291,Aug 13 2019 20:03:11.837872000 MST,0.039975000,548,70,0
292,Aug 13 2019 20:03:11.846906000 MST,0.009034000,208,70,0
293,Aug 13 2019 20:03:11.855948000 MST,0.009042000,500,70,0
294,Aug 13 2019 20:03:11.901860000 MST,0.045912000,72,70,1
295,Aug 13 2019 20:03:11.919780000 MST,0.017920000,72,70,1
296,Aug 13 2019 20:03:11.931833000 MST,0.012053000,188,70,1
297,Aug 13 2019 20:03:11.957804000 MST,0.025971000,548,70,0
298,Aug 13 2019 20:03:12.063863000 MST,0.106059000,72,70,1
299,Aug 13 2019 20:03:16.378314000 MST,4.314451000,548,70,0
300,Aug 13 2019 20:03:16.442904000 MST,0.064590000,72,70,1
301,Aug 13 2019 20:03:16.447859000 MST,0.004955000,176,70,1
302,Aug 13 2019 20:03:16.478192000 MST,0.030333000,548,70,0
303,Aug 13 2019 20:03:16.589174000 MST,0.110982000,72,70,1
304,Aug 13 2019 20:03:20.657900000 MST,4.068726000,548,70,0
305,Aug 13 2019 20:03:20.721726000 MST,0.063826000,72,70,1
306,Aug 13 2019 20:03:20.722789000 MST,0.001063000,78,70,1
307,Aug 13 2019 20:03:20.741777000 MST,0.018988000,200,70,1
308,Aug 13 2019 20:03:20.757853000 MST,0.016076000,548,70,0
309,Aug 13 2019 20:03:20.864746000 MST,0.106893000,72,70,1
310,Aug 13 2019 20:03:21.175785000 MST,0.311039000,188,70,1
311,Aug 13 2019 20:03:21.197816000 MST,0.022031000,548,70,0
312,Aug 13 2019 20:03:24.777884000 MST,3.580068000,548,70,0
313,Aug 13 2019 20:03:24.841830000 MST,0.063946000,72,70,1
314,Aug 13 2019 20:03:24.846798000 MST,0.004968000,176,70,1
315,Aug 13 2019 20:03:24.877935000 MST,0.031137000,548,70,0
316,Aug 13 2019 20:03:24.984842000 MST,0.106907000,72,70,1
317,Aug 13 2019 20:03:28.037774000 MST,3.052932000,548,70,0
318,Aug 13 2019 20:03:28.101783000 MST,0.064009000,88,70,1
319,Aug 13 2019 20:03:28.137818000 MST,0.036035000,548,70,0
320,Aug 13 2019 20:03:28.146977000 MST,0.009159000,1707,70,0
321,Aug 13 2019 20:03:28.147847000 MST,0.000870000,1707,70,0
322,Aug 13 2019 20:03:28.148919000 MST,0.001072000,1707,70,0
323,Aug 13 2019 20:03:28.149974000 MST,0.001055000,1542,70,0
324,Aug 13 2019 20:03:28.150855000 MST,0.000881000,1707,70,0
325,Aug 13 2019 20:03:28.151901000 MST,0.001046000,1707,70,0
326,Aug 13 2019 20:03:28.152981000 MST,0.001080000,1707,70,0
327,Aug 13 2019 20:03:28.153866000 MST,0.000885000,1707,70,0
328,Aug 13 2019 20:03:28.154860000 MST,0.000994000,790,70,0
329,Aug 13 2019 20:03:28.155991000 MST,0.001131000,1707,70,0
330,Aug 13 2019 20:03:28.156871000 MST,0.000880000,1707,70,0
331,Aug 13 2019 20:03:28.157936000 MST,0.001065000,1707,70,0
332,Aug 13 2019 20:03:28.158858000 MST,0.000922000,1707,70,0
333,Aug 13 2019 20:03:28.159907000 MST,0.001049000,1707,70,0
334,Aug 13 2019 20:03:28.160949000 MST,0.001042000,1707,70,0
335,Aug 13 2019 20:03:28.161835000 MST,0.000886000,1707,70,0
336,Aug 13 2019 20:03:28.212839000 MST,0.051004000,128,70,1
337,Aug 13 2019 20:03:28.214787000 MST,0.001948000,72,70,1
338,Aug 13 2019 20:03:28.215851000 MST,0.001064000,72,70,1
339,Aug 13 2019 20:03:28.217785000 MST,0.001934000,284,70,1
340,Aug 13 2019 20:03:28.237931000 MST,0.020146000,548,70,0
341,Aug 13 2019 20:03:28.246872000 MST,0.008941000,1707,70,0
342,Aug 13 2019 20:03:28.247927000 MST,0.001055000,1707,70,0
343,Aug 13 2019 20:03:28.248990000 MST,0.001063000,1707,70,0
344,Aug 13 2019 20:03:28.249859000 MST,0.000869000,1542,70,0
345,Aug 13 2019 20:03:28.250973000 MST,0.001114000,1707,70,0
346,Aug 13 2019 20:03:28.252001000 MST,0.001028000,1707,70,0
347,Aug 13 2019 20:03:28.253137000 MST,0.001136000,1707,70,0
348,Aug 13 2019 20:03:28.254085000 MST,0.000948000,1707,70,0
349,Aug 13 2019 20:03:28.254808000 MST,0.000723000,1707,70,0
350,Aug 13 2019 20:03:28.255913000 MST,0.001105000,1707,70,0
351,Aug 13 2019 20:03:28.256973000 MST,0.001060000,1707,70,0
352,Aug 13 2019 20:03:28.257855000 MST,0.000882000,1707,70,0
353,Aug 13 2019 20:03:28.259001000 MST,0.001146000,1707,70,0
354,Aug 13 2019 20:03:28.259963000 MST,0.000962000,1707,70,0
355,Aug 13 2019 20:03:28.260826000 MST,0.000863000,1707,70,0
356,Aug 13 2019 20:03:28.261927000 MST,0.001101000,1707,70,0
357,Aug 13 2019 20:03:28.262992000 MST,0.001065000,1707,70,0
358,Aug 13 2019 20:03:28.263875000 MST,0.000883000,1707,70,0
359,Aug 13 2019 20:03:28.264929000 MST,0.001054000,1707,70,0
360,Aug 13 2019 20:03:28.265826000 MST,0.000897000,1707,70,0
361,Aug 13 2019 20:03:28.297879000 MST,0.032053000,548,70,0
362,Aug 13 2019 20:03:28.311820000 MST,0.013941000,72,70,1
363,Aug 13 2019 20:03:28.312732000 MST,0.000912000,72,70,1
364,Aug 13 2019 20:03:28.314882000 MST,0.002150000,72,70,1
365,Aug 13 2019 20:03:28.315698000 MST,0.000816000,72,70,1
366,Aug 13 2019 20:03:28.317845000 MST,0.002147000,72,70,1
367,Aug 13 2019 20:03:28.319873000 MST,0.002028000,72,70,1
368,Aug 13 2019 20:03:28.321766000 MST,0.001893000,72,70,1
369,Aug 13 2019 20:03:28.322852000 MST,0.001086000,72,70,1
370,Aug 13 2019 20:03:28.324779000 MST,0.001927000,72,70,1
371,Aug 13 2019 20:03:28.337796000 MST,0.013017000,548,70,0
372,Aug 13 2019 20:03:28.347023000 MST,0.009227000,1707,70,0
373,Aug 13 2019 20:03:28.347960000 MST,0.000937000,1707,70,0
374,Aug 13 2019 20:03:28.348885000 MST,0.000925000,1707,70,0
375,Aug 13 2019 20:03:28.349946000 MST,0.001061000,1542,70,0
376,Aug 13 2019 20:03:28.351011000 MST,0.001065000,1707,70,0
377,Aug 13 2019 20:03:28.351890000 MST,0.000879000,1707,70,0
378,Aug 13 2019 20:03:28.353004000 MST,0.001114000,1707,70,0
379,Aug 13 2019 20:03:28.353792000 MST,0.000788000,1707,70,0
380,Aug 13 2019 20:03:28.354863000 MST,0.001071000,1707,70,0
381,Aug 13 2019 20:03:28.355964000 MST,0.001101000,1707,70,0
382,Aug 13 2019 20:03:28.356842000 MST,0.000878000,1707,70,0
383,Aug 13 2019 20:03:28.357903000 MST,0.001061000,1707,70,0
384,Aug 13 2019 20:03:28.358963000 MST,0.001060000,1707,70,0
385,Aug 13 2019 20:03:28.359879000 MST,0.000916000,1707,70,0
